volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
384.37,42.0,1.37,3000.0,0,4.105,1,40.32,4.145,45.0,48.0,185.0,EV_109,0.0,950,0.0,DR770601_21,46.65,52314.06,DR770601,179.24,0.0,47.35,D,SimuProB-4,EV_109
365.266,0.0,1.37,1350.0,0,4.11,1,40.32,4.148,22.0,-32.0,185.0,EV_109,0.022,960,60.0,DR770601_21,46.7,52314.12,DR770601,179.24,0.0,47.4,D,SimuProB-4,EV_109
372.919,35.0,1.37,2500.0,0,4.108,1,40.32,4.146,38.0,35.0,185.0,EV_109,0.0,970,0.0,DR770601_21,46.75,52314.22,DR770601,179.24,0.0,47.45,D,SimuProB-4,EV_109
376.065,45.0,1.37,3200.0,0,4.109,1,40.29,4.149,48.0,55.0,185.0,EV_109,0.0,980,0.0,DR770601_21,46.78,52314.35,DR770601,179.24,0.0,47.48,D,SimuProB-4,EV_109
358.84,0.0,1.37,800.0,0,4.105,1,40.29,4.15,15.0,-38.0,185.0,EV_109,0.025,990,75.0,DR770601_21,46.8,52314.39,DR770601,179.24,0.0,47.52,D,SimuProB-4,EV_109
368.52,25.0,1.37,1500.0,0,4.11,1,40.29,4.148,25.0,28.0,185.0,EV_109,0.0,1000,0.0,DR770601_21,46.82,52314.46,DR770601,179.24,0.0,47.55,D,SimuProB-4,EV_109
361.687,30.0,1.37,2100.0,0,4.108,1,40.28,4.147,32.0,45.0,185.0,EV_109,0.0,1010,0.0,DR770601_21,46.84,52314.55,DR770601,179.24,0.0,47.57,D,SimuProB-4,EV_109
360.266,55.0,1.37,2800.0,0,4.106,1,40.27,4.149,42.0,65.0,185.0,EV_109,0.0,1020,0.0,DR770601_21,46.86,52314.67,DR770601,179.24,0.0,47.59,D,SimuProB-4,EV_109
355.203,0.0,1.37,600.0,0,4.102,1,40.25,4.15,12.0,-25.0,185.0,EV_109,0.018,1030,45.0,DR770601_21,46.88,52314.7,DR770601,179.24,0.0,47.61,D,SimuProB-4,EV_109
362.344,40.0,1.37,2400.0,0,4.105,1,40.23,4.148,38.0,55.0,185.0,EV_109,0.0,1040,0.0,DR770601_21,46.9,52314.81,DR770601,179.24,0.0,47.65,D,SimuProB-4,EV_109
350.672,0.0,1.37,400.0,0,4.1,1,40.23,4.15,8.0,-32.0,185.0,EV_109,0.022,1050,65.0,DR770601_21,46.92,52314.83,DR770601,179.24,0.0,47.68,D,SimuProB-4,EV_109
357.781,25.0,1.37,1100.0,0,4.102,1,40.23,4.145,18.0,12.0,185.0,EV_109,0.0,1060,0.0,DR770601_21,46.94,52314.88,DR770601,179.24,0.0,47.7,D,SimuProB-4,EV_109
363.939,35.0,1.37,2000.0,0,4.105,1,40.21,4.148,32.0,45.0,185.0,EV_109,0.0,1070,0.0,DR770601_21,46.96,52314.97,DR770601,179.24,0.0,47.72,D,SimuProB-4,EV_109
352.581,0.0,1.37,800.0,0,4.103,1,40.19,4.15,15.0,-28.0,185.0,EV_109,0.019,1080,50.0,DR770601_21,46.98,52315.01,DR770601,179.24,0.0,47.75,D,SimuProB-4,EV_109
361.481,60.0,1.37,3000.0,0,4.104,1,40.19,4.149,45.0,75.0,185.0,EV_109,0.0,1090,0.0,DR770601_21,47.0,52315.14,DR770601,179.24,0.0,47.78,D,SimuProB-4,EV_109
