volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
347.767,25.0,1.37,4960.0,0,3.928,1,51.82,4.184,108.0,75.0,185.0,EV_109,0.0,1050,0.0,DR219828_22,53.65,53409.44,DR219828,179.12,0.0,58.1,D,SimuProB-4,EV_109
345.366,55.0,1.37,5250.0,0,3.924,1,51.8,4.186,114.5,125.0,185.0,EV_109,0.0,1060,0.0,DR219828_22,53.7,53409.76,DR219828,179.12,0.0,58.15,D,SimuProB-4,EV_109
349.065,0.0,1.37,4500.0,0,3.938,1,51.79,4.192,98.0,-45.0,185.0,EV_109,0.05,1070,35.0,DR219828_22,53.75,53410.03,DR219828,179.12,0.0,58.2,D,SimuProB-4,EV_109
346.263,50.0,1.37,5140.0,0,3.925,1,51.77,4.188,112.0,135.0,185.0,EV_109,0.0,1080,0.0,DR219828_22,53.8,53410.34,DR219828,179.12,0.0,58.25,D,SimuProB-4,EV_109
347.801,22.0,1.37,4820.0,0,3.93,1,51.74,4.186,105.0,85.0,185.0,EV_109,0.0,1090,0.0,DR219828_22,53.85,53410.63,DR219828,179.12,0.0,58.3,D,SimuProB-4,EV_109
345.781,70.0,1.37,5420.0,0,3.922,1,51.74,4.19,118.0,150.0,185.0,EV_109,0.0,1100,0.0,DR219828_22,53.9,53410.96,DR219828,179.12,0.0,58.35,D,SimuProB-4,EV_109
346.6,60.0,1.37,5280.0,0,3.925,1,51.71,4.188,115.0,140.0,185.0,EV_109,0.0,1110,0.0,DR219828_22,53.95,53411.28,DR219828,179.12,0.0,58.4,D,SimuProB-4,EV_109
344.636,85.0,1.37,5500.0,0,3.92,1,51.69,4.192,120.0,160.0,185.0,EV_109,0.0,1120,0.0,DR219828_22,54.05,53411.61,DR219828,179.12,0.0,58.5,D,SimuProB-4,EV_109
342.075,45.0,1.37,5050.0,0,3.922,1,51.68,4.19,110.0,145.0,185.0,EV_109,0.0,1130,0.0,DR219828_22,54.1,53411.92,DR219828,179.12,0.0,58.6,D,SimuProB-4,EV_109
341.091,20.0,1.37,4800.0,0,3.92,1,51.66,4.185,105.0,95.0,185.0,EV_109,0.0,1140,0.0,DR219828_22,54.2,53412.21,DR219828,179.12,0.0,58.7,D,SimuProB-4,EV_109
342.399,35.0,1.37,5050.0,0,3.925,1,51.66,4.188,110.0,110.0,185.0,EV_109,0.0,1150,0.0,DR219828_22,54.3,53412.52,DR219828,179.12,0.0,58.8,D,SimuProB-4,EV_109
344.672,15.0,1.37,4350.0,0,3.928,1,51.64,4.19,95.0,75.0,185.0,EV_109,0.0,1160,0.0,DR219828_22,54.4,53412.78,DR219828,179.12,0.0,58.9,D,SimuProB-4,EV_109
