volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
331.055,75.0,1.37,7460.0,0,3.631,1,51.57,4.206,119.2,161.8,185.0,EV_109,0.0,1140,0.0,DR524455_24,49.9,52737.4,DR524455,179.19,0.0,51.8,D,SimuProB-4,EV_109
335.225,0.0,1.37,7010.0,0,3.646,1,51.57,4.205,112.0,-15.4,185.0,EV_109,0.06,1150,18.0,DR524455_24,50.0,52737.72,DR524455,179.19,0.0,51.9,D,SimuProB-4,EV_109
329.022,85.0,1.37,7625.0,0,3.625,1,51.56,4.208,122.0,175.2,185.0,EV_109,0.0,1160,0.0,DR524455_24,50.2,52738.06,DR524455,179.19,0.0,52.1,D,SimuProB-4,EV_109
332.156,0.0,1.37,6875.0,0,3.64,1,51.54,4.206,110.0,-25.5,185.0,EV_109,0.08,1170,30.0,DR524455_24,50.3,52738.36,DR524455,179.19,0.0,52.2,D,SimuProB-4,EV_109
331.08,70.0,1.37,7218.0,0,3.63,1,51.53,4.207,115.5,160.5,185.0,EV_109,0.0,1180,0.0,DR524455_24,50.5,52738.69,DR524455,179.19,0.0,52.4,D,SimuProB-4,EV_109
328.108,72.0,1.37,7362.0,0,3.628,1,51.52,4.205,117.8,168.2,185.0,EV_109,0.0,1190,0.0,DR524455_24,50.6,52739.02,DR524455,179.19,0.0,52.5,D,SimuProB-4,EV_109
334.462,0.0,1.37,6906.0,0,3.642,1,51.52,4.206,110.5,-18.5,185.0,EV_109,0.07,1200,22.0,DR524455_24,50.7,52739.32,DR524455,179.19,0.0,52.6,D,SimuProB-4,EV_109
327.782,82.0,1.37,7593.0,0,3.625,1,51.51,4.208,121.5,172.4,185.0,EV_109,0.0,1210,0.0,DR524455_24,50.9,52739.66,DR524455,179.19,0.0,52.8,D,SimuProB-4,EV_109
335.34,65.0,1.37,7387.0,0,3.626,1,51.48,4.208,118.2,145.3,185.0,EV_109,0.0,1220,0.0,DR524455_24,51.0,52739.99,DR524455,179.19,0.0,52.9,D,SimuProB-4,EV_109
326.849,75.0,1.37,7531.0,0,3.624,1,51.48,4.209,120.5,178.6,185.0,EV_109,0.0,1230,0.0,DR524455_24,51.1,52740.32,DR524455,179.19,0.0,53.0,D,SimuProB-4,EV_109
331.678,0.0,1.37,7048.0,0,3.628,1,51.47,4.208,112.8,-22.4,185.0,EV_109,0.07,1240,25.0,DR524455_24,51.2,52740.64,DR524455,179.19,0.0,53.1,D,SimuProB-4,EV_109
338.032,55.0,1.37,7187.0,0,3.625,1,51.46,4.208,115.0,125.4,185.0,EV_109,0.0,1250,0.0,DR524455_24,51.4,52740.96,DR524455,179.19,0.0,53.3,D,SimuProB-4,EV_109
329.201,72.0,1.37,7469.0,0,3.622,1,51.45,4.21,119.5,165.8,185.0,EV_109,0.0,1260,0.0,DR524455_24,51.6,52741.29,DR524455,179.19,0.0,53.5,D,SimuProB-4,EV_109
336.274,0.0,1.37,6937.0,0,3.627,1,51.44,4.209,111.0,-15.2,185.0,EV_109,0.08,1270,18.0,DR524455_24,51.7,52741.6,DR524455,179.19,0.0,53.6,D,SimuProB-4,EV_109
342.98,35.0,1.37,2800.0,0,4.02,1,51.43,4.11,45.0,85.0,185.0,EV_109,0.0,0,0.0,DR524455_25,32.8,52741.72,DR524455,179.19,0.0,34.2,D,SimuProB-4,EV_109
337.837,60.0,1.37,1500.0,0,4.0,1,51.41,4.12,25.0,145.0,185.0,EV_109,0.0,10,0.0,DR524455_25,33.1,52741.79,DR524455,179.19,0.0,34.5,D,SimuProB-4,EV_109
346.684,0.0,1.37,300.0,0,4.03,1,51.41,4.13,5.0,-35.0,185.0,EV_109,0.02,20,45.0,DR524455_25,33.3,52741.81,DR524455,179.19,0.0,34.7,D,SimuProB-4,EV_109
358.143,45.0,1.37,1450.0,0,4.015,1,51.39,4.095,22.0,55.2,185.0,EV_109,0.0,30,0.0,DR524455_25,33.5,52741.87,DR524455,179.19,0.0,34.9,D,SimuProB-4,EV_109
341.6,65.0,1.37,2200.0,0,4.025,1,51.39,4.105,35.0,120.5,185.0,EV_109,0.0,40,0.0,DR524455_25,33.8,52741.97,DR524455,179.19,0.0,35.2,D,SimuProB-4,EV_109
362.394,0.0,1.37,500.0,0,4.045,1,51.38,4.125,8.0,-28.4,185.0,EV_109,0.015,50,60.0,DR524455_25,33.9,52741.99,DR524455,179.19,0.0,35.3,D,SimuProB-4,EV_109
348.088,55.0,1.37,1800.0,0,4.03,1,51.36,4.11,30.0,110.0,185.0,EV_109,0.0,60,0.0,DR524455_25,34.1,52742.07,DR524455,179.19,0.0,35.5,D,SimuProB-4,EV_109
336.458,65.0,1.37,2600.0,0,4.04,1,51.33,4.12,40.0,140.0,185.0,EV_109,0.0,70,0.0,DR524455_25,34.4,52742.18,DR524455,179.19,0.0,35.8,D,SimuProB-4,EV_109
352.421,0.0,1.37,600.0,0,4.05,1,51.32,4.13,10.0,-30.0,185.0,EV_109,0.018,80,55.0,DR524455_25,34.6,52742.21,DR524455,179.19,0.0,36.0,D,SimuProB-4,EV_109
344.969,60.0,1.37,2450.0,0,4.035,1,51.32,4.115,38.0,135.0,185.0,EV_109,0.0,90,0.0,DR524455_25,34.7,52742.32,DR524455,179.19,0.0,36.1,D,SimuProB-4,EV_109
358.286,0.0,1.37,750.0,0,4.04,1,51.31,4.12,12.0,-22.0,185.0,EV_109,0.012,100,45.0,DR524455_25,34.8,52742.35,DR524455,179.19,0.0,36.2,D,SimuProB-4,EV_109
342.968,50.0,1.37,2050.0,0,4.03,1,51.31,4.11,32.0,125.0,185.0,EV_109,0.0,110,0.0,DR524455_25,34.9,52742.44,DR524455,179.19,0.0,36.3,D,SimuProB-4,EV_109
334.722,70.0,1.37,2700.0,0,4.045,1,51.3,4.125,42.0,145.0,185.0,EV_109,0.0,120,0.0,DR524455_25,35.0,52742.56,DR524455,179.19,0.0,36.5,D,SimuProB-4,EV_109
356.199,0.0,1.37,500.0,0,4.05,1,51.28,4.13,8.0,-25.0,185.0,EV_109,0.015,130,60.0,DR524455_25,35.1,52742.58,DR524455,179.19,0.0,36.6,D,SimuProB-4,EV_109
341.732,55.0,1.37,2300.0,0,4.03,1,51.27,4.11,35.0,130.0,185.0,EV_109,0.0,140,0.0,DR524455_25,35.2,52742.68,DR524455,179.19,0.0,36.8,D,SimuProB-4,EV_109
364.972,45.0,1.37,2900.0,0,4.04,1,51.26,4.12,45.0,85.0,185.0,EV_109,0.0,150,0.0,DR524455_25,35.4,52742.81,DR524455,179.19,0.0,37.1,D,SimuProB-4,EV_109
352.33,0.0,1.37,950.0,0,4.05,1,51.23,4.13,15.0,-32.0,185.0,EV_109,0.018,160,75.0,DR524455_25,35.5,52742.85,DR524455,179.19,0.0,37.2,D,SimuProB-4,EV_109
348.901,55.0,1.37,1900.0,0,4.03,1,51.22,4.12,30.0,95.0,185.0,EV_109,0.0,170,0.0,DR524455_25,35.6,52742.93,DR524455,179.19,0.0,37.4,D,SimuProB-4,EV_109
358.519,48.0,1.37,2700.0,0,4.04,1,51.2,4.13,42.0,110.0,185.0,EV_109,0.0,180,0.0,DR524455_25,35.8,52743.05,DR524455,179.19,0.0,37.6,D,SimuProB-4,EV_109
344.095,65.0,1.37,3400.0,0,4.02,1,51.19,4.14,52.0,145.0,185.0,EV_109,0.0,190,0.0,DR524455_25,36.0,52743.19,DR524455,179.19,0.0,37.8,D,SimuProB-4,EV_109
337.732,72.0,1.37,3800.0,0,4.01,1,51.16,4.15,58.0,160.0,185.0,EV_109,0.0,200,0.0,DR524455_25,36.2,52743.35,DR524455,179.19,0.0,38.0,D,SimuProB-4,EV_109
342.301,50.0,1.37,3100.0,0,4.03,1,51.12,4.14,48.0,120.0,185.0,EV_109,0.0,210,0.0,DR524455_25,36.35,52743.48,DR524455,179.19,0.0,38.15,D,SimuProB-4,EV_109
337.938,60.0,1.37,3600.0,0,4.01,1,51.11,4.15,55.0,155.0,185.0,EV_109,0.0,220,0.0,DR524455_25,36.5,52743.64,DR524455,179.19,0.0,38.3,D,SimuProB-4,EV_109
346.111,0.0,1.37,1600.0,0,4.04,1,51.07,4.13,25.0,-25.0,185.0,EV_109,0.022,230,45.0,DR524455_25,36.55,52743.71,DR524455,179.19,0.0,38.35,D,SimuProB-4,EV_109
348.333,10.0,1.37,800.0,0,4.05,1,51.04,4.12,12.0,15.0,185.0,EV_109,0.0,240,0.0,DR524455_25,36.6,52743.74,DR524455,179.19,0.0,38.4,D,SimuProB-4,EV_109
335.027,55.0,1.37,2400.0,0,4.02,1,51.02,4.14,38.0,140.0,185.0,EV_109,0.0,250,0.0,DR524455_25,36.7,52743.85,DR524455,179.19,0.0,38.5,D,SimuProB-4,EV_109
332.083,60.0,1.37,2700.0,0,4.0,1,51.0,4.15,42.0,165.0,185.0,EV_109,0.0,260,0.0,DR524455_25,36.9,52743.97,DR524455,179.19,0.0,38.7,D,SimuProB-4,EV_109
342.372,15.0,1.37,1200.0,0,4.03,1,50.99,4.13,18.0,30.0,185.0,EV_109,0.0,270,0.0,DR524455_25,36.95,52744.02,DR524455,179.19,0.0,38.75,D,SimuProB-4,EV_109
338.325,35.0,1.37,2100.0,0,4.02,1,50.95,4.14,32.0,85.0,185.0,EV_109,0.0,280,0.0,DR524455_25,37.05,52744.11,DR524455,179.19,0.0,38.85,D,SimuProB-4,EV_109
345.332,0.0,1.37,650.0,0,4.05,1,50.95,4.12,10.0,-15.0,185.0,EV_109,0.015,290,25.0,DR524455_25,37.1,52744.14,DR524455,179.19,0.0,38.9,D,SimuProB-4,EV_109
340.662,30.0,1.37,1850.0,0,4.03,1,50.94,4.14,28.0,45.0,185.0,EV_109,0.0,300,0.0,DR524455_25,37.15,52744.22,DR524455,179.19,0.0,38.95,D,SimuProB-4,EV_109
330.833,65.0,1.37,3100.0,0,4.01,1,50.9,4.15,45.0,110.0,185.0,EV_109,0.0,310,0.0,DR524455_25,37.2,52744.34,DR524455,179.19,0.0,39.0,D,SimuProB-4,EV_109
344.222,0.0,1.37,750.0,0,4.04,1,50.9,4.13,12.0,-25.0,185.0,EV_109,0.02,320,60.0,DR524455_25,37.25,52744.38,DR524455,179.19,0.0,39.05,D,SimuProB-4,EV_109
335.111,75.0,1.37,3600.0,0,4.0,1,50.89,4.15,52.0,125.0,185.0,EV_109,0.0,330,0.0,DR524455_25,37.35,52744.52,DR524455,179.19,0.0,39.15,D,SimuProB-4,EV_109
338.289,0.0,1.37,900.0,0,4.06,1,50.87,4.13,15.0,-35.0,185.0,EV_109,0.025,340,85.0,DR524455_25,37.4,52744.57,DR524455,179.19,0.0,39.2,D,SimuProB-4,EV_109
342.751,40.0,1.37,1400.0,0,4.03,1,50.86,4.12,22.0,30.0,185.0,EV_109,0.0,350,0.0,DR524455_25,37.45,52744.63,DR524455,179.19,0.0,39.25,D,SimuProB-4,EV_109
333.371,55.0,1.37,2300.0,0,4.02,1,50.83,4.14,35.0,95.0,185.0,EV_109,0.0,360,0.0,DR524455_25,37.5,52744.73,DR524455,179.19,0.0,39.3,D,SimuProB-4,EV_109
338.644,0.0,1.37,500.0,0,4.05,1,50.82,4.13,8.0,-28.0,185.0,EV_109,0.022,370,55.0,DR524455_25,37.55,52744.75,DR524455,179.19,0.0,39.35,D,SimuProB-4,EV_109
332.142,70.0,1.37,3200.0,0,4.01,1,50.82,4.15,48.0,115.0,185.0,EV_109,0.0,380,0.0,DR524455_25,37.65,52744.88,DR524455,179.19,0.0,39.45,D,SimuProB-4,EV_109
332.01,65.0,1.37,3000.0,0,4.01,1,50.8,4.14,45.0,110.0,185.0,EV_109,0.0,390,0.0,DR524455_25,37.7,52745.0,DR524455,179.19,0.0,39.5,D,SimuProB-4,EV_109
335.748,0.0,1.37,750.0,0,4.06,1,50.79,4.13,12.0,-32.0,185.0,EV_109,0.028,400,60.0,DR524455_25,37.75,52745.04,DR524455,179.19,0.0,39.55,D,SimuProB-4,EV_109
333.349,35.0,1.37,1600.0,0,4.02,1,50.79,4.12,25.0,45.0,185.0,EV_109,0.0,410,0.0,DR524455_25,37.8,52745.11,DR524455,179.19,0.0,39.6,D,SimuProB-4,EV_109
332.661,45.0,1.37,2100.0,0,4.02,1,50.76,4.13,32.0,65.0,185.0,EV_109,0.0,420,0.0,DR524455_25,37.95,52745.2,DR524455,179.19,0.0,39.75,D,SimuProB-4,EV_109
336.279,0.0,1.37,1200.0,0,4.06,1,50.76,4.14,18.0,-18.0,185.0,EV_109,0.015,430,35.0,DR524455_25,38.0,52745.25,DR524455,179.19,0.0,39.8,D,SimuProB-4,EV_109
