actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
202.74,42.0,EV_104,210.0,DR754088,350,0.0,44419.63,2800.0,EV_104,DR754088_6,40.0,4.044,65.0,387.09,0.0,0.0,57.86,0,70.44,61.98,1,SimuProA-4,D,58.0,4.057
202.74,44.0,EV_104,210.0,DR754088,360,0.0,44419.75,2950.0,EV_104,DR754088_6,38.0,4.048,65.0,390.071,0.0,0.0,57.86,0,70.43,62.01,1,SimuProA-4,D,45.0,4.062
202.74,48.0,EV_104,210.0,DR754088,370,0.0,44419.88,3250.0,EV_104,DR754088_6,48.0,4.041,65.0,386.472,0.0,0.0,57.86,0,70.4,62.04,1,SimuProA-4,D,62.0,4.055
202.74,45.0,EV_104,210.0,DR754088,380,0.0,44420.01,3050.0,EV_104,DR754088_6,42.0,4.047,65.0,389.236,0.0,0.0,57.86,0,70.38,62.06,1,SimuProA-4,D,50.0,4.06
202.74,52.0,EV_104,210.0,DR754088,390,0.0,44420.15,3600.0,EV_104,DR754088_6,55.0,4.039,65.0,385.799,0.0,0.0,57.86,0,70.34,62.09,1,SimuProA-4,D,68.5,4.053
202.74,48.0,EV_104,210.0,DR754088,400,0.0,44420.29,3250.0,EV_104,DR754088_6,45.0,4.045,65.0,388.682,0.0,0.0,57.86,0,70.34,62.12,1,SimuProA-4,D,52.0,4.058
202.74,42.0,EV_104,210.0,DR754088,410,0.0,44420.4,2850.0,EV_104,DR754088_6,35.0,4.044,65.0,387.764,0.0,0.0,57.86,0,70.31,62.14,1,SimuProA-4,D,48.0,4.057
202.74,38.0,EV_104,210.0,DR754088,420,0.0,44420.51,2600.0,EV_104,DR754088_6,25.0,4.043,65.0,387.305,0.0,15.0,57.86,0,70.28,62.16,1,SimuProA-4,D,45.0,4.056
202.74,32.0,EV_104,210.0,DR754088,430,0.0,44420.6,2200.0,EV_104,DR754088_6,15.0,4.042,65.0,387.062,0.0,25.0,57.86,0,70.26,62.19,1,SimuProA-4,D,38.0,4.055
202.74,25.0,EV_104,210.0,DR754088,440,0.0,44420.67,1750.0,EV_104,DR754088_6,10.0,4.041,65.0,387.092,0.0,35.0,57.86,0,70.25,62.21,1,SimuProA-4,D,32.0,4.054
202.74,18.0,EV_104,210.0,DR754088,450,0.0,44420.72,1200.0,EV_104,DR754088_6,5.0,4.041,65.0,386.391,0.0,45.0,57.86,0,70.24,62.23,1,SimuProA-4,D,22.0,4.054
202.74,10.0,EV_104,210.0,DR754088,460,0.0,44420.74,700.0,EV_104,DR754088_6,2.0,4.04,65.0,386.227,0.0,60.0,57.86,0,70.24,62.25,1,SimuProA-4,D,15.0,4.053
202.74,0.0,EV_104,210.0,DR754088,470,0.0,44420.74,0.0,EV_104,DR754088_6,0.0,4.04,65.0,386.138,0.0,75.0,57.86,0,70.23,62.26,1,SimuProA-4,D,8.5,4.053
202.74,12.0,EV_104,210.0,DR754088,480,0.0,44420.78,900.0,EV_104,DR754088_6,35.0,4.04,65.0,386.204,0.0,10.0,57.86,0,70.22,62.28,1,SimuProA-4,D,45.0,4.053
202.74,22.0,EV_104,210.0,DR754088,490,0.0,44420.84,1650.0,EV_104,DR754088_6,45.0,4.039,65.0,385.48,0.0,0.0,57.86,0,70.21,62.31,1,SimuProA-4,D,55.0,4.052
202.74,30.0,EV_104,210.0,DR754088,500,0.0,44420.92,2250.0,EV_104,DR754088_6,50.0,4.038,65.0,385.062,0.0,0.0,57.86,0,70.21,62.33,1,SimuProA-4,D,65.0,4.051
202.74,38.0,EV_104,210.0,DR754088,510,0.0,44421.03,2850.0,EV_104,DR754088_6,55.0,4.037,65.0,384.633,0.0,0.0,57.86,0,70.16,62.35,1,SimuProA-4,D,75.0,4.05
202.74,45.0,EV_104,210.0,DR754088,520,0.0,44421.15,3375.0,EV_104,DR754088_6,60.0,4.036,65.0,384.251,0.0,0.0,57.86,0,70.11,62.37,1,SimuProA-4,D,82.0,4.049
202.74,50.0,EV_104,210.0,DR754088,530,0.0,44421.29,3750.0,EV_104,DR754088_6,62.0,4.035,65.0,383.843,0.0,0.0,57.86,0,70.07,62.4,1,SimuProA-4,D,85.0,4.048
202.74,55.0,EV_104,210.0,DR754088,540,0.0,44421.44,4125.0,EV_104,DR754088_6,65.0,4.034,65.0,383.41,0.0,0.0,57.86,0,70.03,62.42,1,SimuProA-4,D,92.0,4.047
202.74,58.0,EV_104,210.0,DR754088,550,0.0,44421.61,4350.0,EV_104,DR754088_6,68.0,4.033,65.0,382.562,0.0,0.0,57.86,0,69.97,62.44,1,SimuProA-4,D,95.0,4.046
202.74,35.0,EV_104,210.0,DR754088,560,0.015,44421.7,2625.0,EV_104,DR754088_6,0.0,4.035,65.0,384.982,0.0,45.0,57.86,0,69.96,62.46,1,SimuProA-4,D,-25.0,4.048
202.74,20.0,EV_104,210.0,DR754088,570,0.009,44421.76,1500.0,EV_104,DR754088_6,0.0,4.034,65.0,385.081,0.0,55.0,57.86,0,69.93,62.48,1,SimuProA-4,D,-18.0,4.047
202.74,10.0,EV_104,210.0,DR754088,580,0.003,44421.79,750.0,EV_104,DR754088_6,0.0,4.034,65.0,385.366,0.0,60.0,57.86,0,69.9,62.49,1,SimuProA-4,D,-5.0,4.047
202.74,0.0,EV_104,210.0,DR754088,590,0.0,44421.79,0.0,EV_104,DR754088_6,0.0,4.034,65.0,386.21,0.0,85.0,57.86,0,69.87,62.5,1,SimuProA-4,D,1.5,4.047
