id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC470357,RC470357_1,338.4,-245.2,15.0,3.42,3.34,38.5,35.2,0,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,338.723,-245.7,15.29,3.43,3.35,38.7,35.4,10,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,338.609,-242.8,15.57,3.43,3.35,38.9,35.6,20,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,338.853,-244.3,15.86,3.43,3.35,39.1,35.8,30,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,339.035,-247.2,16.15,3.43,3.35,39.3,36.0,40,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,339.199,-245.6,16.45,3.44,3.36,39.5,36.2,50,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,339.8,-241.6,16.75,3.44,3.36,39.7,36.4,60,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,339.676,-244.0,17.07,3.44,3.36,39.9,36.6,70,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,339.117,-242.9,17.39,3.44,3.36,40.1,36.8,80,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.376,-240.8,17.73,3.44,3.36,40.3,37.0,90,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.561,-243.1,18.08,3.45,3.37,40.5,37.2,100,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.708,-238.7,18.42,3.45,3.37,40.7,37.4,110,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.669,-238.6,18.76,3.45,3.37,40.9,37.6,120,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,341.143,-242.6,19.13,3.45,3.37,41.1,37.8,130,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.914,-244.2,19.5,3.46,3.38,41.3,38.0,140,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,340.998,-239.9,19.88,3.46,3.38,41.5,38.2,150,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,341.03,-239.6,20.26,3.46,3.38,41.7,38.4,160,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,342.112,-240.6,20.65,3.47,3.39,41.9,38.6,170,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,341.795,-236.8,21.07,3.47,3.39,42.1,38.8,180,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,342.333,-238.0,21.48,3.48,3.4,42.3,39.0,190,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,342.156,-237.7,21.92,3.48,3.4,42.5,39.2,200,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
RC470357,RC470357_1,342.699,-241.2,22.33,3.48,3.4,42.7,39.4,210,0.0,1,57.86,0.0,0.0,P,0.0,0.0,1,00,EV_104,SimuProA-4,44261.41,202.74,210.0
