actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
202.74,35.0,EV_104,210.0,DR583457,870,0.0,44171.06,3800.0,EV_104,DR583457_14,48.0,3.83,49.11,333.5,0.0,0.0,57.86,0,61.81,42.97,1,SimuProA-4,D,92.0,3.89
202.74,42.0,EV_104,210.0,DR583457,880,0.0,44171.17,4200.0,EV_104,DR583457_14,55.0,3.829,49.13,330.8,0.0,0.0,57.86,0,61.8,42.98,1,SimuProA-4,D,75.0,3.886
202.74,48.0,EV_104,210.0,DR583457,890,0.0,44171.31,4800.0,EV_104,DR583457_14,60.0,3.828,49.16,331.2,0.0,0.0,57.86,0,61.79,43.0,1,SimuProA-4,D,110.0,3.889
202.74,55.0,EV_104,210.0,DR583457,900,0.0,44171.46,5200.0,EV_104,DR583457_14,70.0,3.822,49.19,329.5,0.0,0.0,57.86,0,61.77,43.02,1,SimuProA-4,D,160.0,3.892
202.74,60.0,EV_104,210.0,DR583457,910,0.0,44171.63,5500.0,EV_104,DR583457_14,75.0,3.815,49.22,328.1,0.0,0.0,57.86,0,61.74,43.05,1,SimuProA-4,D,185.0,3.895
202.74,62.0,EV_104,210.0,DR583457,920,0.0,44171.8,5700.0,EV_104,DR583457_14,78.0,3.81,49.25,325.0,0.0,0.0,57.86,0,61.71,43.08,1,SimuProA-4,D,195.0,3.898
202.74,58.0,EV_104,210.0,DR583457,930,0.0,44171.96,5400.0,EV_104,DR583457_14,65.0,3.812,49.28,326.5,0.0,0.0,57.86,0,61.68,43.1,1,SimuProA-4,D,170.0,3.896
202.74,63.0,EV_104,210.0,DR583457,940,0.0,44172.14,5800.0,EV_104,DR583457_14,76.0,3.81,49.31,324.8,0.0,0.0,57.86,0,61.65,43.12,1,SimuProA-4,D,190.0,3.9
202.74,60.0,EV_104,210.0,DR583457,950,0.0,44172.3,5500.0,EV_104,DR583457_14,72.0,3.815,49.33,327.8,0.0,0.0,57.86,0,61.62,43.14,1,SimuProA-4,D,175.0,3.899
202.74,61.0,EV_104,210.0,DR583457,960,0.0,44172.47,5600.0,EV_104,DR583457_14,74.0,3.813,49.36,326.2,0.0,0.0,57.86,0,61.59,43.17,1,SimuProA-4,D,180.0,3.897
