actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
202.74,0.0,EV_104,210.0,DR583457,730,0.0,44278.26,0.0,EV_104,DR583457_6,0.0,3.964,65.0,373.968,0.0,92.0,57.86,0,39.87,61.79,1,SimuProA-4,D,7.5,3.974
202.74,0.0,EV_104,210.0,DR583457,740,0.0,44278.26,0.0,EV_104,DR583457_6,0.0,3.964,65.0,373.724,0.0,91.0,57.86,0,39.83,61.82,1,SimuProA-4,D,7.2,3.974
202.74,0.0,EV_104,210.0,DR583457,750,0.0,44278.26,0.0,EV_104,DR583457_6,0.0,3.964,65.0,372.92,0.0,90.0,57.86,0,39.79,61.84,1,SimuProA-4,D,7.3,3.974
202.74,0.0,EV_104,210.0,RC853792,0,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.963,65.0,373.608,0.0,0.0,57.86,1,39.79,61.86,1,SimuProA-4,P,9.6,3.973
202.74,0.0,EV_104,210.0,RC853792,10,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.415,36.2,342.028,0.0,0.0,57.86,1,39.94,33.1,1,SimuProA-4,P,-265.1,3.428
202.74,0.0,EV_104,210.0,RC853792,20,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.438,36.45,344.079,0.0,0.0,57.86,1,40.29,33.32,1,SimuProA-4,P,-270.4,3.451
202.74,0.0,EV_104,210.0,RC853792,30,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.459,36.78,347.087,0.0,0.0,57.86,1,40.61,33.54,1,SimuProA-4,P,-266.7,3.472
202.74,0.0,EV_104,210.0,RC853792,40,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.484,37.05,350.425,0.0,0.0,57.86,1,40.93,33.78,1,SimuProA-4,P,-270.2,3.498
202.74,0.0,EV_104,210.0,RC853792,50,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.513,37.31,352.962,0.0,0.0,57.86,1,41.28,33.98,1,SimuProA-4,P,-268.1,3.526
202.74,0.0,EV_104,210.0,RC853792,60,0.0,44278.26,0.0,EV_104,RC853792_1,0.0,3.534,37.52,354.943,0.0,0.0,57.86,1,41.65,34.15,1,SimuProA-4,P,-270.4,3.548
