volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
386.425,25.0,57.86,1100.0,0,4.02,1,71.13,4.14,18.0,45.0,210.0,EV_104,0.0,630,15.0,DR422821_13,46.42,46810.78,DR422821,202.74,0.0,48.42,D,SimuProA-4,EV_104
394.92,0.0,57.86,250.0,0,4.11,1,71.13,4.15,5.0,-18.0,210.0,EV_104,0.008,640,60.0,DR422821_13,46.51,46810.79,DR422821,202.74,0.0,48.51,D,SimuProA-4,EV_104
379.276,40.0,57.86,1600.0,0,3.99,1,71.1,4.15,28.0,85.0,210.0,EV_104,0.0,650,0.0,DR422821_13,46.65,46810.87,DR422821,202.74,0.0,48.65,D,SimuProA-4,EV_104
372.35,55.0,57.86,3200.0,0,3.95,1,71.06,4.15,45.0,120.0,210.0,EV_104,0.0,660,0.0,DR422821_13,46.75,46811.0,DR422821,202.74,0.0,48.75,D,SimuProA-4,EV_104
364.779,70.0,57.86,4100.0,0,3.92,1,71.03,4.15,55.0,160.0,210.0,EV_104,0.0,670,0.0,DR422821_13,46.9,46811.15,DR422821,202.74,0.0,48.9,D,SimuProA-4,EV_104
382.383,0.0,57.86,400.0,0,4.08,1,71.03,4.15,10.0,-35.0,210.0,EV_104,0.02,680,75.0,DR422821_13,47.0,46811.18,DR422821,202.74,0.0,49.0,D,SimuProA-4,EV_104
374.846,45.0,57.86,2200.0,0,3.98,1,71.02,4.15,38.0,95.0,210.0,EV_104,0.0,690,0.0,DR422821_13,47.05,46811.29,DR422821,202.74,0.0,49.05,D,SimuProA-4,EV_104
389.73,15.0,57.86,900.0,0,4.1,1,71.0,4.15,15.0,12.0,210.0,EV_104,0.0,700,5.0,DR422821_13,47.12,46811.33,DR422821,202.74,0.0,49.12,D,SimuProA-4,EV_104
378.35,30.0,57.86,1400.0,0,4.01,1,70.99,4.15,25.0,75.0,210.0,EV_104,0.0,710,0.0,DR422821_13,47.2,46811.4,DR422821,202.74,0.0,49.2,D,SimuProA-4,EV_104
372.844,35.0,57.86,1750.0,0,4.02,1,70.97,4.15,28.0,85.0,210.0,EV_104,0.0,720,0.0,DR422821_13,47.25,46811.48,DR422821,202.74,0.0,49.25,D,SimuProA-4,EV_104
