volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
375.024,45.0,12.1,2400.0,0,4.085,1,88.94,4.142,38.0,85.0,210.0,EV_102,0.0,750,0.0,DR132061_7,48.1,130468.48,DR132061,193.57,0.0,51.7,D,SimuProA-2,EV_102
368.826,55.0,12.1,3100.0,0,4.075,1,88.91,4.145,48.0,120.0,210.0,EV_102,0.0,760,0.0,DR132061_7,48.2,130468.61,DR132061,193.57,0.0,51.8,D,SimuProA-2,EV_102
389.701,0.0,12.1,1400.0,0,4.11,1,88.9,4.148,22.0,-25.0,210.0,EV_102,0.022,770,35.0,DR132061_7,48.3,130468.67,DR132061,193.57,0.0,51.9,D,SimuProA-2,EV_102
362.133,75.0,12.1,3400.0,0,4.06,1,88.87,4.14,52.0,155.0,210.0,EV_102,0.0,780,0.0,DR132061_7,48.4,130468.81,DR132061,193.57,0.0,52.0,D,SimuProA-2,EV_102
371.619,0.0,12.1,2200.0,0,4.105,1,88.86,4.145,35.0,-30.0,210.0,EV_102,0.028,790,60.0,DR132061_7,48.5,130468.91,DR132061,193.57,0.0,52.1,D,SimuProA-2,EV_102
378.074,30.0,12.1,1800.0,0,4.09,1,88.85,4.135,28.0,45.0,210.0,EV_102,0.0,800,0.0,DR132061_7,48.6,130468.99,DR132061,193.57,0.0,52.2,D,SimuProA-2,EV_102
365.013,45.0,12.1,2400.0,0,4.065,1,88.83,4.142,38.0,135.0,210.0,EV_102,0.0,810,0.0,DR132061_7,48.7,130469.1,DR132061,193.57,0.0,52.3,D,SimuProA-2,EV_102
357.954,70.0,12.1,3800.0,0,4.055,1,88.82,4.148,55.0,165.0,210.0,EV_102,0.0,820,0.0,DR132061_7,48.8,130469.25,DR132061,193.57,0.0,52.4,D,SimuProA-2,EV_102
360.746,0.0,12.1,1600.0,0,4.115,1,88.78,4.15,25.0,-35.0,210.0,EV_102,0.031,830,55.0,DR132061_7,48.9,130469.32,DR132061,193.57,0.0,52.5,D,SimuProA-2,EV_102
375.157,0.0,12.1,750.0,0,4.112,1,88.78,4.148,12.0,-18.0,210.0,EV_102,0.015,840,35.0,DR132061_7,49.0,130469.35,DR132061,193.57,0.0,52.6,D,SimuProA-2,EV_102
372.922,35.0,12.1,1400.0,0,4.095,1,88.77,4.138,22.0,65.0,210.0,EV_102,0.0,850,0.0,DR132061_7,49.1,130469.41,DR132061,193.57,0.0,52.7,D,SimuProA-2,EV_102
368.62,55.0,12.1,2400.0,0,4.078,1,88.74,4.145,38.0,110.0,210.0,EV_102,0.0,860,0.0,DR132061_7,49.2,130469.52,DR132061,193.57,0.0,52.8,D,SimuProA-2,EV_102
376.397,25.0,12.1,1750.0,0,4.105,1,88.73,4.142,28.0,45.0,210.0,EV_102,0.0,870,0.0,DR132061_7,49.3,130469.6,DR132061,193.57,0.0,52.9,D,SimuProA-2,EV_102
355.67,0.0,12.1,450.0,0,4.11,1,88.71,4.15,8.0,-25.0,210.0,EV_102,0.028,880,60.0,DR132061_7,49.4,130469.62,DR132061,193.57,0.0,53.0,D,SimuProA-2,EV_102
377.774,20.0,12.1,900.0,0,4.108,1,88.7,4.145,15.0,35.0,210.0,EV_102,0.0,890,0.0,DR132061_7,49.5,130469.66,DR132061,193.57,0.0,53.1,D,SimuProA-2,EV_102
374.77,25.0,12.1,1250.0,0,4.102,1,88.68,4.148,20.0,55.0,210.0,EV_102,0.0,900,0.0,DR132061_7,49.6,130469.72,DR132061,193.57,0.0,53.2,D,SimuProA-2,EV_102
364.784,45.0,12.1,2200.0,0,4.085,1,88.65,4.15,35.0,95.0,210.0,EV_102,0.0,910,0.0,DR132061_7,49.7,130469.81,DR132061,193.57,0.0,53.3,D,SimuProA-2,EV_102
377.791,0.0,12.1,0.0,0,4.11,1,88.65,4.142,0.0,12.0,210.0,EV_102,0.0,920,85.0,DR132061_7,49.7,130469.81,DR132061,193.57,0.0,53.3,D,SimuProA-2,EV_102
