volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
445.0,0.0,1.68,0.0,1,4.45,0,65.27,4.45,0.0,-28.7,210.0,EV_101,0.0,870,0.0,RC582682_4,43.31,188473.28,RC582682,186.34,0.0,45.61,P,SimuProA-1,EV_101
444.859,0.0,1.68,0.0,1,4.45,0,65.33,4.45,0.0,-26.2,210.0,EV_101,0.0,880,0.0,RC582682_4,43.36,188473.28,RC582682,186.34,0.0,45.66,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.39,4.45,0.0,-28.3,210.0,EV_101,0.0,890,0.0,RC582682_4,43.41,188473.28,RC582682,186.34,0.0,45.71,P,SimuProA-1,EV_101
444.549,0.0,1.68,0.0,1,4.45,0,65.45,4.45,0.0,-26.6,210.0,EV_101,0.0,900,0.0,RC582682_4,43.46,188473.28,RC582682,186.34,0.0,45.76,P,SimuProA-1,EV_101
444.882,0.0,1.68,0.0,1,4.45,0,65.5,4.45,0.0,-28.3,210.0,EV_101,0.0,910,0.0,RC582682_4,43.51,188473.28,RC582682,186.34,0.0,45.81,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.56,4.45,0.0,-31.0,210.0,EV_101,0.0,920,0.0,RC582682_4,43.56,188473.28,RC582682,186.34,0.0,45.86,P,SimuProA-1,EV_101
444.714,0.0,1.68,0.0,1,4.45,0,65.64,4.45,0.0,-27.8,210.0,EV_101,0.0,930,0.0,RC582682_4,43.6,188473.28,RC582682,186.34,0.0,45.9,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.69,4.45,0.0,-28.4,210.0,EV_101,0.0,940,0.0,RC582682_4,43.65,188473.28,RC582682,186.34,0.0,45.95,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.75,4.45,0.0,-29.3,210.0,EV_101,0.0,950,0.0,RC582682_4,43.7,188473.28,RC582682,186.34,0.0,46.0,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.82,4.45,0.0,-31.9,210.0,EV_101,0.0,960,0.0,RC582682_4,43.78,188473.28,RC582682,186.34,0.0,46.08,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.88,4.45,0.0,-27.2,210.0,EV_101,0.0,970,0.0,RC582682_4,43.85,188473.28,RC582682,186.34,0.0,46.15,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,65.93,4.45,0.0,-32.1,210.0,EV_101,0.0,980,0.0,RC582682_4,43.92,188473.28,RC582682,186.34,0.0,46.22,P,SimuProA-1,EV_101
444.855,0.0,1.68,0.0,1,4.448,0,65.95,4.45,0.0,-32.4,210.0,EV_101,0.0,990,0.0,RC582682_4,43.95,188473.28,RC582682,186.34,0.0,46.25,P,SimuProA-1,EV_101
444.915,0.0,1.68,0.0,1,4.449,0,65.98,4.45,0.0,-30.3,210.0,EV_101,0.0,1000,0.0,RC582682_4,43.98,188473.28,RC582682,186.34,0.0,46.28,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.0,4.45,0.0,-34.4,210.0,EV_101,0.0,1010,0.0,RC582682_4,44.01,188473.28,RC582682,186.34,0.0,46.31,P,SimuProA-1,EV_101
444.868,0.0,1.68,0.0,1,4.45,0,66.04,4.45,0.0,-34.9,210.0,EV_101,0.0,1020,0.0,RC582682_4,44.06,188473.28,RC582682,186.34,0.0,46.36,P,SimuProA-1,EV_101
444.708,0.0,1.68,0.0,1,4.45,0,66.08,4.45,0.0,-31.9,210.0,EV_101,0.0,1030,0.0,RC582682_4,44.11,188473.28,RC582682,186.34,0.0,46.41,P,SimuProA-1,EV_101
444.801,0.0,1.68,0.0,1,4.45,0,66.13,4.45,0.0,-31.8,210.0,EV_101,0.0,1040,0.0,RC582682_4,44.16,188473.28,RC582682,186.34,0.0,46.46,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.16,4.45,0.0,-30.1,210.0,EV_101,0.0,1050,0.0,RC582682_4,44.21,188473.28,RC582682,186.34,0.0,46.51,P,SimuProA-1,EV_101
444.661,0.0,1.68,0.0,1,4.45,0,66.19,4.45,0.0,-35.0,210.0,EV_101,0.0,1060,0.0,RC582682_4,44.26,188473.28,RC582682,186.34,0.0,46.56,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.21,4.45,0.0,-30.3,210.0,EV_101,0.0,1070,0.0,RC582682_4,44.31,188473.28,RC582682,186.34,0.0,46.61,P,SimuProA-1,EV_101
444.902,0.0,1.68,0.0,1,4.448,0,66.24,4.45,0.0,-32.5,210.0,EV_101,0.0,1080,0.0,RC582682_4,44.35,188473.28,RC582682,186.34,0.0,46.65,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.28,4.45,0.0,-32.7,210.0,EV_101,0.0,1090,0.0,RC582682_4,44.39,188473.28,RC582682,186.34,0.0,46.69,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.3,4.45,0.0,-28.8,210.0,EV_101,0.0,1100,0.0,RC582682_4,44.43,188473.28,RC582682,186.34,0.0,46.73,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.448,0,66.33,4.45,0.0,-29.4,210.0,EV_101,0.0,1110,0.0,RC582682_4,44.48,188473.28,RC582682,186.34,0.0,46.78,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.36,4.45,0.0,-30.1,210.0,EV_101,0.0,1120,0.0,RC582682_4,44.53,188473.28,RC582682,186.34,0.0,46.83,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.41,4.45,0.0,-32.4,210.0,EV_101,0.0,1130,0.0,RC582682_4,44.58,188473.28,RC582682,186.34,0.0,46.88,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.448,0,66.44,4.45,0.0,-30.9,210.0,EV_101,0.0,1140,0.0,RC582682_4,44.61,188473.28,RC582682,186.34,0.0,46.91,P,SimuProA-1,EV_101
444.696,0.0,1.68,0.0,1,4.449,0,66.48,4.45,0.0,-27.6,210.0,EV_101,0.0,1150,0.0,RC582682_4,44.64,188473.28,RC582682,186.34,0.0,46.94,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.449,0,66.5,4.45,0.0,-27.3,210.0,EV_101,0.0,1160,0.0,RC582682_4,44.67,188473.28,RC582682,186.34,0.0,46.97,P,SimuProA-1,EV_101
444.883,0.0,1.68,0.0,1,4.45,0,66.54,4.45,0.0,-26.5,210.0,EV_101,0.0,1170,0.0,RC582682_4,44.71,188473.28,RC582682,186.34,0.0,47.01,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.58,4.45,0.0,-25.6,210.0,EV_101,0.0,1180,0.0,RC582682_4,44.74,188473.28,RC582682,186.34,0.0,47.04,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.6,4.45,0.0,-24.6,210.0,EV_101,0.0,1190,0.0,RC582682_4,44.77,188473.28,RC582682,186.34,0.0,47.07,P,SimuProA-1,EV_101
444.853,0.0,1.68,0.0,1,4.45,0,66.63,4.45,0.0,-21.9,210.0,EV_101,0.0,1200,0.0,RC582682_4,44.8,188473.28,RC582682,186.34,0.0,47.1,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.67,4.45,0.0,-20.4,210.0,EV_101,0.0,1210,0.0,RC582682_4,44.83,188473.28,RC582682,186.34,0.0,47.13,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.72,4.45,0.0,-21.1,210.0,EV_101,0.0,1220,0.0,RC582682_4,44.86,188473.28,RC582682,186.34,0.0,47.16,P,SimuProA-1,EV_101
444.999,0.0,1.68,0.0,1,4.45,0,66.78,4.45,0.0,-23.7,210.0,EV_101,0.0,1230,0.0,RC582682_4,44.89,188473.28,RC582682,186.34,0.0,47.19,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.82,4.45,0.0,-24.3,210.0,EV_101,0.0,1240,0.0,RC582682_4,44.92,188473.28,RC582682,186.34,0.0,47.22,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.87,4.45,0.0,-20.1,210.0,EV_101,0.0,1250,0.0,RC582682_4,44.95,188473.28,RC582682,186.34,0.0,47.25,P,SimuProA-1,EV_101
445.0,0.0,1.68,0.0,1,4.45,0,66.92,4.45,0.0,-20.1,210.0,EV_101,0.0,1260,0.0,RC582682_4,44.96,188473.28,RC582682,186.34,0.0,47.26,P,SimuProA-1,EV_101
