volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
376.996,55.0,83.87,2650.0,0,4.098,1,64.33,4.142,42.0,95.0,185.0,EV_108,0.0,100,0.0,DR624372_17,49.9,27159.02,DR624372,182.02,0.0,53.94,D,SimuProB-3,EV_108
387.968,0.0,83.87,1750.0,0,4.101,1,64.33,4.145,28.0,-18.0,185.0,EV_108,0.012,110,35.0,DR624372_17,49.91,27159.09,DR624372,182.02,0.0,53.95,D,SimuProB-3,EV_108
381.615,60.0,83.87,2200.0,0,4.092,1,64.32,4.148,35.0,115.0,185.0,EV_108,0.0,120,0.0,DR624372_17,49.95,27159.19,DR624372,182.02,0.0,54.0,D,SimuProB-3,EV_108
385.926,0.0,83.87,750.0,0,4.108,1,64.31,4.146,12.0,-32.0,185.0,EV_108,0.025,130,85.0,DR624372_17,49.98,27159.22,DR624372,182.02,0.0,54.05,D,SimuProB-3,EV_108
390.378,0.0,83.87,0.0,0,4.112,1,64.3,4.144,0.0,8.5,185.0,EV_108,0.0,140,100.0,DR624372_17,50.02,27159.22,DR624372,182.02,0.0,54.08,D,SimuProB-3,EV_108
384.895,35.0,83.87,1100.0,0,4.105,1,64.28,4.143,18.0,45.0,185.0,EV_108,0.0,150,0.0,DR624372_17,50.05,27159.27,DR624372,182.02,0.0,54.12,D,SimuProB-3,EV_108
396.267,40.0,83.87,1375.0,0,4.1,1,64.25,4.14,22.0,65.0,185.0,EV_108,0.0,160,0.0,DR624372_17,50.08,27159.33,DR624372,182.02,0.0,54.15,D,SimuProB-3,EV_108
391.153,0.0,83.87,500.0,0,4.105,1,64.25,4.148,8.0,-38.0,185.0,EV_108,0.028,170,60.0,DR624372_17,50.1,27159.35,DR624372,182.02,0.0,54.18,D,SimuProB-3,EV_108
395.112,10.0,83.87,312.0,0,4.108,1,64.23,4.142,5.0,12.0,185.0,EV_108,0.0,180,0.0,DR624372_17,50.12,27159.37,DR624372,182.02,0.0,54.2,D,SimuProB-3,EV_108
388.653,25.0,83.87,950.0,0,4.102,1,64.22,4.145,15.0,45.0,185.0,EV_108,0.0,190,0.0,DR624372_17,50.18,27159.41,DR624372,182.02,0.0,54.25,D,SimuProB-3,EV_108
397.894,0.0,83.87,312.0,0,4.106,1,64.2,4.149,5.0,-15.0,185.0,EV_108,0.015,200,20.0,DR624372_17,50.22,27159.43,DR624372,182.02,0.0,54.3,D,SimuProB-3,EV_108
392.358,45.0,83.87,1800.0,0,4.098,1,64.2,4.146,28.0,55.0,185.0,EV_108,0.0,210,0.0,DR624372_17,50.28,27159.5,DR624372,182.02,0.0,54.38,D,SimuProB-3,EV_108
384.973,65.0,83.87,2800.0,0,4.09,1,64.18,4.14,42.0,110.0,185.0,EV_108,0.0,220,0.0,DR624372_17,50.35,27159.62,DR624372,182.02,0.0,54.45,D,SimuProB-3,EV_108
394.639,0.0,83.87,1600.0,0,4.105,1,64.16,4.145,25.0,-25.0,185.0,EV_108,0.02,230,45.0,DR624372_17,50.4,27159.69,DR624372,182.02,0.0,54.5,D,SimuProB-3,EV_108
389.883,40.0,83.87,2000.0,0,4.095,1,64.15,4.142,30.0,75.0,185.0,EV_108,0.0,240,0.0,DR624372_17,50.45,27159.77,DR624372,182.02,0.0,54.6,D,SimuProB-3,EV_108
395.758,30.0,83.87,2300.0,0,4.102,1,64.12,4.145,35.0,45.0,185.0,EV_108,0.0,250,0.0,DR624372_17,50.52,27159.87,DR624372,182.02,0.0,54.68,D,SimuProB-3,EV_108
387.7,55.0,83.87,3200.0,0,4.085,1,64.12,4.148,48.0,95.0,185.0,EV_108,0.0,260,0.0,DR624372_17,50.65,27160.0,DR624372,182.02,0.0,54.82,D,SimuProB-3,EV_108
381.791,75.0,83.87,4100.0,0,4.078,1,64.1,4.15,60.0,135.0,185.0,EV_108,0.0,270,0.0,DR624372_17,50.85,27160.17,DR624372,182.02,0.0,55.05,D,SimuProB-3,EV_108
386.218,35.0,83.87,2800.0,0,4.1,1,64.09,4.145,42.0,50.0,185.0,EV_108,0.0,280,0.0,DR624372_17,50.9,27160.29,DR624372,182.02,0.0,55.1,D,SimuProB-3,EV_108
390.514,0.0,83.87,1200.0,0,4.095,1,64.07,4.14,20.0,-15.0,185.0,EV_108,0.01,290,15.0,DR624372_17,50.95,27160.34,DR624372,182.02,0.0,55.2,D,SimuProB-3,EV_108
393.931,25.0,83.87,2100.0,0,4.09,1,64.05,4.14,32.0,30.0,185.0,EV_108,0.0,300,0.0,DR624372_17,51.0,27160.43,DR624372,182.02,0.0,55.3,D,SimuProB-3,EV_108
382.561,65.0,83.87,3400.0,0,4.082,1,64.02,4.148,52.0,120.0,185.0,EV_108,0.0,310,0.0,DR624372_17,51.02,27160.57,DR624372,182.02,0.0,55.35,D,SimuProB-3,EV_108
395.589,0.0,83.87,950.0,0,4.098,1,64.01,4.142,15.0,-35.0,185.0,EV_108,0.02,320,60.0,DR624372_17,51.05,27160.62,DR624372,182.02,0.0,55.4,D,SimuProB-3,EV_108
384.364,45.0,83.87,2500.0,0,4.085,1,63.99,4.145,38.0,85.0,185.0,EV_108,0.0,330,0.0,DR624372_17,51.08,27160.72,DR624372,182.02,0.0,55.45,D,SimuProB-3,EV_108
386.784,35.0,83.87,2800.0,0,4.09,1,63.95,4.142,42.0,45.0,185.0,EV_108,0.0,340,0.0,DR624372_17,51.1,27160.84,DR624372,182.02,0.0,55.5,D,SimuProB-3,EV_108
