id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC752927,RC752927_1,342.5,-265.0,12.5,3.45,3.38,36.2,33.1,0,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,343.337,-264.3,12.65,3.46,3.39,36.5,33.4,10,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,344.193,-260.8,12.82,3.47,3.4,36.8,33.6,20,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,344.754,-261.5,12.98,3.48,3.41,37.1,33.9,30,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,346.137,-258.2,13.14,3.49,3.42,37.4,34.2,40,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,346.528,-250.4,13.31,3.5,3.43,37.7,34.5,50,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,346.761,-251.8,13.5,3.51,3.44,38.0,34.8,60,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,346.785,-250.6,13.64,3.52,3.45,38.3,35.1,70,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,347.555,-250.0,13.81,3.53,3.46,38.6,35.4,80,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,347.671,-252.5,13.96,3.53,3.46,38.9,35.6,90,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,347.83,-249.4,14.13,3.54,3.47,39.2,35.9,100,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,348.969,-245.4,14.3,3.54,3.47,39.5,36.1,110,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,348.663,-249.1,14.47,3.54,3.47,39.7,36.3,120,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,349.605,-248.3,14.63,3.55,3.48,40.0,36.6,130,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,349.157,-248.1,14.81,3.55,3.48,40.2,36.8,140,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,349.461,-248.1,14.98,3.55,3.48,40.4,37.0,150,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,349.506,-243.8,15.16,3.55,3.48,40.6,37.2,160,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,350.258,-250.0,15.33,3.56,3.49,40.8,37.4,170,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,350.109,-248.5,15.51,3.56,3.49,41.0,37.6,180,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,350.911,-249.5,15.68,3.57,3.49,41.2,37.8,190,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,351.235,-250.1,15.86,3.57,3.5,41.4,38.0,200,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,351.506,-247.5,16.05,3.58,3.51,41.6,38.2,210,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,351.304,-245.2,16.2,3.58,3.51,41.8,38.4,220,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,351.824,-247.6,16.39,3.59,3.52,42.0,38.6,230,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,352.166,-248.7,16.55,3.59,3.52,42.2,38.8,240,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,352.035,-245.4,16.69,3.6,3.53,42.4,39.0,250,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,351.95,-248.5,16.86,3.6,3.53,42.6,39.2,260,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,352.514,-244.6,17.02,3.61,3.53,42.8,39.4,270,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,352.833,-249.7,17.19,3.62,3.54,43.1,39.6,280,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,353.085,-245.8,17.35,3.62,3.54,43.3,39.8,290,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,353.495,-244.4,17.52,3.62,3.54,43.5,40.0,300,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
RC752927,RC752927_1,353.263,-242.3,17.68,3.63,3.55,43.7,40.2,310,0.0,1,32.35,0.0,0.0,P,0.0,0.0,1,00,EV_108,SimuProB-3,64034.0,176.06,185.0
