volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
392.235,35.0,90.59,1550.0,0,4.11,1,88.12,4.14,25.0,40.0,210.0,EV_105,0.0,370,0.0,DR962985_8,64.9,120114.34,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
385.683,55.0,90.59,2700.0,0,4.095,1,88.09,4.135,42.0,85.0,210.0,EV_105,0.0,380,0.0,DR962985_8,65.0,120114.46,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
390.978,0.0,90.59,900.0,0,4.125,1,88.09,4.15,15.0,-35.0,210.0,EV_105,0.028,390,50.0,DR962985_8,65.0,120114.5,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
382.039,60.0,90.59,3100.0,0,4.09,1,88.06,4.13,48.0,95.0,210.0,EV_105,0.0,400,0.0,DR962985_8,65.0,120114.63,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
391.914,0.0,90.59,1100.0,0,4.12,1,88.06,4.145,18.0,-28.0,210.0,EV_105,0.022,410,40.0,DR962985_8,65.0,120114.68,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
394.514,10.0,90.59,500.0,0,4.115,1,88.04,4.14,8.0,12.0,210.0,EV_105,0.0,420,5.0,DR962985_8,65.0,120114.71,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
389.808,25.0,90.59,750.0,0,4.105,1,88.02,4.142,12.0,45.0,210.0,EV_105,0.0,430,5.0,DR962985_8,65.0,120114.74,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
393.389,0.0,90.59,200.0,0,4.122,1,88.02,4.148,4.0,-22.0,210.0,EV_105,0.015,440,35.0,DR962985_8,65.0,120114.75,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
395.579,0.0,90.59,0.0,0,4.128,1,88.02,4.15,0.0,5.0,210.0,EV_105,0.0,450,100.0,DR962985_8,65.0,120114.75,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
396.203,15.0,90.59,350.0,0,4.128,1,88.02,4.15,6.0,10.0,210.0,EV_105,0.0,460,0.0,DR962985_8,65.0,120114.77,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
390.309,45.0,90.59,1450.0,0,4.105,1,88.0,4.145,22.0,55.0,210.0,EV_105,0.0,470,0.0,DR962985_8,65.0,120114.83,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
396.094,0.0,90.59,900.0,0,4.13,1,88.0,4.148,14.0,-18.0,210.0,EV_105,0.012,480,45.0,DR962985_8,65.0,120114.87,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
392.252,35.0,90.59,2100.0,0,4.115,1,87.99,4.145,32.0,45.0,210.0,EV_105,0.0,490,0.0,DR962985_8,65.0,120114.96,DR962985,194.88,0.0,65.0,D,SimuProA-5,EV_105
