actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
195.13,93.5,EV_105,210.0,DR277200,590,0.0,118051.0,5630.0,EV_105,DR277200_3,59.2,4.058,64.61,367.115,0.0,0.0,90.59,0,74.65,54.69,1,SimuProA-5,D,84.1,4.068
195.13,93.8,EV_105,210.0,DR277200,600,0.0,118051.26,5660.0,EV_105,DR277200_3,59.7,4.058,64.63,367.152,0.0,0.0,90.59,0,74.5,54.71,1,SimuProA-5,D,83.9,4.068
195.13,93.6,EV_105,210.0,DR277200,610,0.0,118051.52,5640.0,EV_105,DR277200_3,59.4,4.058,64.65,367.131,0.0,0.0,90.59,0,74.33,54.73,1,SimuProA-5,D,84.3,4.068
195.13,93.4,EV_105,210.0,DR277200,620,0.0,118051.78,5620.0,EV_105,DR277200_3,59.0,4.059,64.68,367.148,0.0,0.0,90.59,0,74.17,54.75,1,SimuProA-5,D,84.2,4.069
195.13,94.1,EV_105,210.0,DR277200,630,0.0,118052.04,5675.0,EV_105,DR277200_3,60.1,4.059,64.71,366.835,0.0,0.0,90.59,0,73.99,54.78,1,SimuProA-5,D,84.6,4.069
195.13,94.3,EV_105,210.0,DR277200,640,0.0,118052.3,5690.0,EV_105,DR277200_3,60.5,4.059,64.74,366.245,0.0,0.0,90.59,0,73.85,54.81,1,SimuProA-5,D,85.1,4.069
195.13,94.5,EV_105,210.0,DR277200,650,0.0,118052.56,5705.0,EV_105,DR277200_3,60.8,4.059,64.76,366.343,0.0,0.0,90.59,0,73.82,54.83,1,SimuProA-5,D,84.8,4.069
195.13,94.8,EV_105,210.0,DR277200,660,0.0,118052.83,5720.0,EV_105,DR277200_3,61.0,4.06,64.79,367.137,0.0,0.0,90.59,0,73.79,54.85,1,SimuProA-5,D,85.0,4.07
195.13,95.2,EV_105,210.0,DR277200,670,0.0,118053.09,5745.0,EV_105,DR277200_3,61.5,4.06,64.83,367.278,0.0,0.0,90.59,0,73.76,54.88,1,SimuProA-5,D,86.2,4.071
195.13,95.4,EV_105,210.0,DR277200,680,0.0,118053.36,5760.0,EV_105,DR277200_3,61.2,4.061,64.85,367.472,0.0,0.0,90.59,0,73.71,54.9,1,SimuProA-5,D,85.8,4.072
