actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
195.13,55.0,EV_105,210.0,DR277200,930,0.0,118034.95,4600.0,EV_105,DR277200_2,80.0,4.025,61.9,376.942,0.0,0.0,90.59,0,81.1,52.91,1,SimuProA-5,D,85.0,4.045
195.13,48.0,EV_105,210.0,DR277200,940,0.0,118035.08,4050.0,EV_105,DR277200_2,60.0,4.026,61.94,378.157,0.0,0.0,90.59,0,81.06,52.95,1,SimuProA-5,D,65.0,4.046
195.13,15.0,EV_105,210.0,DR277200,950,0.0,118035.12,1250.0,EV_105,DR277200_2,0.0,4.027,61.96,380.496,0.0,65.0,90.59,0,81.05,52.97,1,SimuProA-5,D,12.0,4.047
195.13,0.0,EV_105,210.0,DR277200,960,0.0,118035.12,0.0,EV_105,DR277200_2,0.0,4.028,61.98,382.49,0.0,45.0,90.59,0,81.04,52.98,1,SimuProA-5,D,5.0,4.048
195.13,0.0,EV_105,210.0,DR277200,970,0.0,118035.12,0.0,EV_105,DR277200_2,0.0,4.028,62.01,382.314,0.0,50.0,90.59,0,81.03,52.99,1,SimuProA-5,D,6.5,4.048
195.13,0.0,EV_105,210.0,DR277200,980,0.0,118035.12,0.0,EV_105,DR277200_2,0.0,4.028,62.04,381.859,0.0,55.0,90.59,0,81.03,53.01,1,SimuProA-5,D,7.2,4.048
195.13,0.0,EV_105,210.0,DR277200,990,0.0,118035.12,0.0,EV_105,DR277200_2,0.0,4.029,62.06,381.082,0.0,55.0,90.59,0,81.0,53.03,1,SimuProA-5,D,7.5,4.049
195.13,12.0,EV_105,210.0,DR277200,1000,0.0,118035.16,1000.0,EV_105,DR277200_2,35.0,4.027,62.08,380.957,0.0,0.0,90.59,0,81.0,53.04,1,SimuProA-5,D,45.0,4.047
195.13,25.0,EV_105,210.0,DR277200,1010,0.0,118035.23,2800.0,EV_105,DR277200_2,55.0,4.026,62.12,379.443,0.0,0.0,90.59,0,80.97,53.06,1,SimuProA-5,D,65.0,4.046
195.13,38.0,EV_105,210.0,DR277200,1020,0.0,118035.33,3800.0,EV_105,DR277200_2,60.0,4.025,62.16,378.743,0.0,0.0,90.59,0,80.94,53.08,1,SimuProA-5,D,85.0,4.045
195.13,45.0,EV_105,210.0,DR277200,1030,0.0,118035.46,4200.0,EV_105,DR277200_2,65.0,4.024,62.2,378.188,0.0,0.0,90.59,0,80.92,53.1,1,SimuProA-5,D,95.0,4.044
195.13,5.0,EV_105,210.0,DR277200,1040,0.0,118035.47,400.0,EV_105,DR277200_2,10.0,4.024,62.24,379.253,0.0,30.0,90.59,0,80.9,53.12,1,SimuProA-5,D,12.0,4.044
195.13,0.0,EV_105,210.0,DR277200,1050,0.0,118035.47,0.0,EV_105,DR277200_2,0.0,4.023,62.26,380.759,0.0,60.0,90.59,0,80.87,53.13,1,SimuProA-5,D,5.0,4.043
195.13,0.0,EV_105,210.0,DR277200,1060,0.0,118035.47,0.0,EV_105,DR277200_2,0.0,4.022,62.27,379.943,0.0,65.0,90.59,0,80.83,53.14,1,SimuProA-5,D,4.5,4.042
195.13,0.0,EV_105,210.0,DR277200,1070,0.0,118035.47,0.0,EV_105,DR277200_2,0.0,4.022,62.29,380.42,0.0,62.0,90.59,0,80.82,53.15,1,SimuProA-5,D,5.8,4.042
195.13,25.0,EV_105,210.0,DR277200,1080,0.0,118035.54,1800.0,EV_105,DR277200_2,45.0,4.015,62.32,376.435,0.0,0.0,90.59,0,80.78,53.17,1,SimuProA-5,D,85.0,4.035
195.13,35.0,EV_105,210.0,DR277200,1090,0.0,118035.64,2600.0,EV_105,DR277200_2,55.0,4.012,62.35,374.848,0.0,0.0,90.59,0,80.74,53.19,1,SimuProA-5,D,95.0,4.032
195.13,42.0,EV_105,210.0,DR277200,1100,0.0,118035.75,3100.0,EV_105,DR277200_2,60.0,4.01,62.41,373.843,0.0,0.0,90.59,0,80.69,53.22,1,SimuProA-5,D,105.0,4.03
195.13,52.0,EV_105,210.0,DR277200,1110,0.0,118035.9,3800.0,EV_105,DR277200_2,65.0,4.008,62.45,371.595,0.0,0.0,90.59,0,80.61,53.24,1,SimuProA-5,D,115.0,4.028
195.13,58.0,EV_105,210.0,DR277200,1120,0.0,118036.06,4200.0,EV_105,DR277200_2,70.0,4.005,62.48,370.166,0.0,0.0,90.59,0,80.56,53.26,1,SimuProA-5,D,125.0,4.025
195.13,62.0,EV_105,210.0,DR277200,1130,0.0,118036.23,4500.0,EV_105,DR277200_2,75.0,4.002,62.52,369.997,0.0,0.0,90.59,0,80.5,53.28,1,SimuProA-5,D,130.0,4.022
195.13,64.0,EV_105,210.0,DR277200,1140,0.0,118036.41,4700.0,EV_105,DR277200_2,78.0,4.0,62.56,368.5,0.0,0.0,90.59,0,80.45,53.3,1,SimuProA-5,D,135.0,4.02
195.13,55.0,EV_105,210.0,DR277200,1150,0.0,118036.56,4000.0,EV_105,DR277200_2,55.0,3.998,62.59,368.694,0.0,0.0,90.59,0,80.39,53.32,1,SimuProA-5,D,120.0,4.018
195.13,40.0,EV_105,210.0,DR277200,1160,0.0,118036.67,2800.0,EV_105,DR277200_2,30.0,4.005,62.62,371.904,0.0,15.0,90.59,0,80.34,53.34,1,SimuProA-5,D,45.0,4.015
195.13,35.0,EV_105,210.0,DR277200,1170,0.0,118036.77,2500.0,EV_105,DR277200_2,15.0,4.002,62.65,373.287,0.0,20.0,90.59,0,80.34,53.36,1,SimuProA-5,D,25.0,4.012
195.13,0.0,EV_105,210.0,DR277200,1180,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.0,62.68,374.767,0.0,45.0,90.59,0,80.34,53.38,1,SimuProA-5,D,10.0,4.01
195.13,0.0,EV_105,210.0,DR277200,1190,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.0,62.7,375.411,0.0,50.0,90.59,0,80.3,53.4,1,SimuProA-5,D,6.0,4.01
195.13,0.0,EV_105,210.0,DR277200,1200,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.0,62.72,375.672,0.0,55.0,90.59,0,80.29,53.41,1,SimuProA-5,D,7.5,4.01
195.13,0.0,EV_105,210.0,DR277200,1210,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.001,62.73,375.718,0.0,58.0,90.59,0,80.28,53.42,1,SimuProA-5,D,8.0,4.011
195.13,0.0,EV_105,210.0,DR277200,1220,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.002,62.75,375.542,0.0,60.0,90.59,0,80.27,53.43,1,SimuProA-5,D,5.5,4.012
195.13,0.0,EV_105,210.0,DR277200,1230,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.003,62.77,376.153,0.0,62.0,90.59,0,80.24,53.44,1,SimuProA-5,D,6.5,4.013
195.13,0.0,EV_105,210.0,DR277200,1240,0.0,118036.77,0.0,EV_105,DR277200_2,0.0,4.004,62.79,376.234,0.0,63.0,90.59,0,80.23,53.45,1,SimuProA-5,D,7.2,4.014
