id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC131593,RC131593_1,328.5,-28.4,20.0,3.48,3.35,26.5,22.0,0,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,329.155,-30.3,20.07,3.482,3.351,26.52,22.01,10,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,329.266,-30.8,20.14,3.484,3.353,26.54,22.02,20,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,329.71,-32.0,20.24,3.486,3.355,26.56,22.03,30,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,330.611,-28.1,20.32,3.488,3.357,26.58,22.04,40,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,331.969,-26.7,20.4,3.49,3.359,26.6,22.05,50,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,333.021,-25.4,20.47,3.492,3.361,26.62,22.06,60,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,333.719,-27.6,20.53,3.494,3.363,26.64,22.07,70,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,335.142,-26.4,20.6,3.496,3.365,26.66,22.08,80,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,336.342,-25.2,20.68,3.498,3.367,26.68,22.09,90,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,337.576,-24.5,20.78,3.5,3.369,26.7,22.1,100,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,338.163,-23.8,20.83,3.501,3.37,26.71,22.11,110,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,338.869,-21.5,20.88,3.502,3.371,26.72,22.11,120,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,338.875,-21.2,20.94,3.503,3.372,26.73,22.12,130,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,339.247,-23.9,20.97,3.504,3.373,26.74,22.12,140,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,339.117,-24.3,21.0,3.505,3.374,26.75,22.13,150,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,339.36,-25.4,21.04,3.506,3.375,26.76,22.13,160,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
RC131593,RC131593_1,338.779,-27.5,21.08,3.507,3.376,26.77,22.14,170,0.0,0,90.59,0.0,0.0,P,0.0,0.0,1,00,EV_105,SimuProA-5,118111.74,195.13,210.0
