volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
332.383,0.0,90.59,0.0,1,3.431,0,100.0,3.471,0.0,-26.7,210.0,EV_105,0.0,540,0.0,RC558082_21,21.1,119172.43,RC558082,195.09,0.0,24.7,P,SimuProA-5,EV_105
332.531,0.0,90.59,0.0,1,3.433,0,100.0,3.473,0.0,-26.2,210.0,EV_105,0.0,550,0.0,RC558082_21,21.15,119172.43,RC558082,195.09,0.0,24.75,P,SimuProA-5,EV_105
332.554,0.0,90.59,0.0,1,3.435,0,100.0,3.475,0.0,-27.5,210.0,EV_105,0.0,560,0.0,RC558082_21,21.2,119172.43,RC558082,195.09,0.0,24.8,P,SimuProA-5,EV_105
332.813,0.0,90.59,0.0,1,3.437,0,100.0,3.477,0.0,-21.9,210.0,EV_105,0.0,570,0.0,RC558082_21,21.25,119172.43,RC558082,195.09,0.0,24.85,P,SimuProA-5,EV_105
333.042,0.0,90.59,0.0,1,3.439,0,100.0,3.479,0.0,-20.9,210.0,EV_105,0.0,580,0.0,RC558082_21,21.3,119172.43,RC558082,195.09,0.0,24.9,P,SimuProA-5,EV_105
332.875,0.0,90.59,0.0,1,3.441,0,100.0,3.481,0.0,-17.8,210.0,EV_105,0.0,590,0.0,RC558082_21,21.35,119172.43,RC558082,195.09,0.0,24.95,P,SimuProA-5,EV_105
333.331,0.0,90.59,0.0,1,3.443,0,100.0,3.483,0.0,-23.5,210.0,EV_105,0.0,600,0.0,RC558082_21,21.4,119172.43,RC558082,195.09,0.0,25.0,P,SimuProA-5,EV_105
333.202,0.0,90.59,0.0,1,3.445,0,100.0,3.485,0.0,-23.8,210.0,EV_105,0.0,610,0.0,RC558082_21,21.45,119172.43,RC558082,195.09,0.0,25.05,P,SimuProA-5,EV_105
333.957,0.0,90.59,0.0,1,3.447,0,100.0,3.487,0.0,-22.5,210.0,EV_105,0.0,620,0.0,RC558082_21,21.5,119172.43,RC558082,195.09,0.0,25.1,P,SimuProA-5,EV_105
333.88,0.0,90.59,0.0,1,3.449,0,100.0,3.489,0.0,-22.1,210.0,EV_105,0.0,630,0.0,RC558082_21,21.55,119172.43,RC558082,195.09,0.0,25.15,P,SimuProA-5,EV_105
334.114,0.0,90.59,0.0,1,3.451,0,100.0,3.491,0.0,-22.1,210.0,EV_105,0.0,640,0.0,RC558082_21,21.6,119172.43,RC558082,195.09,0.0,25.2,P,SimuProA-5,EV_105
