actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
176.27,104.4,EV_107,185.0,DR862144,160,0.0,78608.61,6135.0,EV_107,DR862144_12,44.2,4.0,60.0,332.45,0.0,0.0,41.55,0,86.2,54.76,1,SimuProB-2,D,81.1,4.05
176.27,104.2,EV_107,185.0,DR862144,170,0.0,78608.9,6120.0,EV_107,DR862144_12,44.0,4.0,60.0,332.4,0.0,0.0,41.55,0,86.19,54.78,1,SimuProB-2,D,80.9,4.05
176.27,104.0,EV_107,185.0,DR862144,180,0.0,78609.19,6100.0,EV_107,DR862144_12,43.8,4.0,60.0,332.35,0.0,0.0,41.55,0,86.18,54.8,1,SimuProB-2,D,80.7,4.05
176.27,103.8,EV_107,185.0,DR862144,190,0.0,78609.47,6080.0,EV_107,DR862144_12,43.6,4.0,60.0,332.3,0.0,0.0,41.55,0,86.17,54.82,1,SimuProB-2,D,80.5,4.05
176.27,103.6,EV_107,185.0,DR862144,200,0.0,78609.76,6060.0,EV_107,DR862144_12,43.4,4.0,60.0,332.25,0.0,0.0,41.55,0,86.16,54.84,1,SimuProB-2,D,80.3,4.05
176.27,103.4,EV_107,185.0,DR862144,210,0.0,78610.05,6040.0,EV_107,DR862144_12,43.2,4.0,60.0,332.2,0.0,0.0,41.55,0,86.15,54.86,1,SimuProB-2,D,80.1,4.05
176.27,103.2,EV_107,185.0,DR862144,220,0.0,78610.34,6020.0,EV_107,DR862144_12,43.0,4.0,60.0,332.15,0.0,0.0,41.55,0,86.14,54.88,1,SimuProB-2,D,79.9,4.05
176.27,103.0,EV_107,185.0,DR862144,230,0.0,78610.62,6000.0,EV_107,DR862144_12,42.8,4.0,60.0,332.1,0.0,0.0,41.55,0,86.13,54.9,1,SimuProB-2,D,79.7,4.05
176.27,102.8,EV_107,185.0,DR862144,240,0.0,78610.91,5980.0,EV_107,DR862144_12,42.6,4.0,60.0,332.05,0.0,0.0,41.55,0,86.12,54.92,1,SimuProB-2,D,79.5,4.05
176.27,102.6,EV_107,185.0,DR862144,250,0.0,78611.19,5960.0,EV_107,DR862144_12,42.4,4.0,60.0,332.0,0.0,0.0,41.55,0,86.11,54.94,1,SimuProB-2,D,79.3,4.05
176.27,102.4,EV_107,185.0,DR862144,260,0.0,78611.48,5940.0,EV_107,DR862144_12,42.2,4.0,60.0,331.95,0.0,0.0,41.55,0,86.1,54.96,1,SimuProB-2,D,79.1,4.05
176.27,102.2,EV_107,185.0,DR862144,270,0.0,78611.76,5920.0,EV_107,DR862144_12,42.0,4.0,60.0,331.9,0.0,0.0,41.55,0,86.09,54.98,1,SimuProB-2,D,78.9,4.05
176.27,102.0,EV_107,185.0,DR862144,280,0.0,78612.04,5900.0,EV_107,DR862144_12,41.8,4.0,60.0,331.85,0.0,0.0,41.55,0,86.08,55.0,1,SimuProB-2,D,78.7,4.05
176.27,101.8,EV_107,185.0,DR862144,290,0.0,78612.33,5880.0,EV_107,DR862144_12,41.6,4.0,60.0,331.8,0.0,0.0,41.55,0,86.07,55.02,1,SimuProB-2,D,78.5,4.05
176.27,101.6,EV_107,185.0,DR862144,300,0.0,78612.61,5860.0,EV_107,DR862144_12,41.4,4.0,60.0,331.75,0.0,0.0,41.55,0,86.06,55.04,1,SimuProB-2,D,78.3,4.05
176.27,101.4,EV_107,185.0,DR862144,310,0.0,78612.89,5840.0,EV_107,DR862144_12,41.2,4.0,60.0,331.7,0.0,0.0,41.55,0,86.05,55.06,1,SimuProB-2,D,78.1,4.05
176.27,101.2,EV_107,185.0,DR862144,320,0.0,78613.17,5820.0,EV_107,DR862144_12,41.0,4.0,60.0,331.65,0.0,0.0,41.55,0,86.04,55.08,1,SimuProB-2,D,77.9,4.05
176.27,101.0,EV_107,185.0,DR862144,330,0.0,78613.45,5800.0,EV_107,DR862144_12,40.8,4.0,60.0,331.6,0.0,0.0,41.55,0,86.03,55.1,1,SimuProB-2,D,77.7,4.05
176.27,100.8,EV_107,185.0,DR862144,340,0.0,78613.73,5780.0,EV_107,DR862144_12,40.6,4.0,60.0,331.55,0.0,0.0,41.55,0,86.02,55.12,1,SimuProB-2,D,77.5,4.05
176.27,100.6,EV_107,185.0,DR862144,350,0.0,78614.01,5760.0,EV_107,DR862144_12,40.4,4.0,60.0,331.5,0.0,0.0,41.55,0,86.01,55.14,1,SimuProB-2,D,77.3,4.05
176.27,100.4,EV_107,185.0,DR862144,360,0.0,78614.29,5740.0,EV_107,DR862144_12,40.2,4.0,60.0,331.45,0.0,0.0,41.55,0,86.0,55.16,1,SimuProB-2,D,77.1,4.05
176.27,100.2,EV_107,185.0,DR862144,370,0.0,78614.57,5720.0,EV_107,DR862144_12,40.0,4.0,60.0,331.4,0.0,0.0,41.55,0,85.99,55.18,1,SimuProB-2,D,76.9,4.05
176.27,100.0,EV_107,185.0,DR862144,380,0.0,78614.85,5700.0,EV_107,DR862144_12,39.8,4.0,60.0,331.35,0.0,0.0,41.55,0,85.98,55.2,1,SimuProB-2,D,76.7,4.05
176.27,99.8,EV_107,185.0,DR862144,390,0.0,78615.12,5680.0,EV_107,DR862144_12,39.6,4.0,60.0,331.3,0.0,0.0,41.55,0,85.97,55.22,1,SimuProB-2,D,76.5,4.05
176.27,99.6,EV_107,185.0,DR862144,400,0.0,78615.4,5660.0,EV_107,DR862144_12,39.4,4.0,60.0,331.25,0.0,0.0,41.55,0,85.96,55.24,1,SimuProB-2,D,76.3,4.05
176.27,99.4,EV_107,185.0,DR862144,410,0.0,78615.68,5640.0,EV_107,DR862144_12,39.2,4.0,60.0,331.2,0.0,0.0,41.55,0,85.95,55.26,1,SimuProB-2,D,76.1,4.05
176.27,99.2,EV_107,185.0,DR862144,420,0.0,78615.95,5620.0,EV_107,DR862144_12,39.0,4.0,60.0,331.15,0.0,0.0,41.55,0,85.94,55.28,1,SimuProB-2,D,75.9,4.05
176.27,99.0,EV_107,185.0,DR862144,430,0.0,78616.23,5600.0,EV_107,DR862144_12,38.8,4.0,60.0,331.1,0.0,0.0,41.55,0,85.93,55.3,1,SimuProB-2,D,75.7,4.05
176.27,98.8,EV_107,185.0,DR862144,440,0.0,78616.5,5580.0,EV_107,DR862144_12,38.6,4.0,60.0,331.05,0.0,0.0,41.55,0,85.92,55.32,1,SimuProB-2,D,75.5,4.05
176.27,98.6,EV_107,185.0,DR862144,450,0.0,78616.78,5560.0,EV_107,DR862144_12,38.4,4.0,60.0,331.0,0.0,0.0,41.55,0,85.91,55.34,1,SimuProB-2,D,75.3,4.05
176.27,98.4,EV_107,185.0,DR862144,460,0.0,78617.05,5540.0,EV_107,DR862144_12,38.2,4.0,60.0,330.95,0.0,0.0,41.55,0,85.9,55.36,1,SimuProB-2,D,75.1,4.05
176.27,98.2,EV_107,185.0,DR862144,470,0.0,78617.32,5520.0,EV_107,DR862144_12,38.0,4.0,60.0,330.9,0.0,0.0,41.55,0,85.89,55.38,1,SimuProB-2,D,74.9,4.05
176.27,98.0,EV_107,185.0,DR862144,480,0.0,78617.59,5500.0,EV_107,DR862144_12,37.8,4.0,60.0,330.85,0.0,0.0,41.55,0,85.88,55.4,1,SimuProB-2,D,74.7,4.05
176.27,97.8,EV_107,185.0,DR862144,490,0.0,78617.87,5480.0,EV_107,DR862144_12,37.6,4.0,60.0,330.8,0.0,0.0,41.55,0,85.87,55.42,1,SimuProB-2,D,74.5,4.05
176.27,97.6,EV_107,185.0,DR862144,500,0.0,78618.14,5460.0,EV_107,DR862144_12,37.4,4.0,60.0,330.75,0.0,0.0,41.55,0,85.86,55.44,1,SimuProB-2,D,74.3,4.05
176.27,97.4,EV_107,185.0,DR862144,510,0.0,78618.41,5440.0,EV_107,DR862144_12,37.2,4.0,60.0,330.7,0.0,0.0,41.55,0,85.85,55.46,1,SimuProB-2,D,74.1,4.05
