volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
342.636,0.0,75.96,0.0,1,3.758,1,100.0,3.76,0.0,0.2,185.0,EV_110,0.0,220,0.0,RC266002_11,19.5,32324.44,RC266002,181.09,0.0,21.7,P,SimuProB-5,EV_110
342.665,0.0,75.96,0.0,1,3.756,1,100.0,3.758,0.0,2.7,185.0,EV_110,0.0,230,0.0,RC266002_11,19.3,32324.44,RC266002,181.09,0.0,21.5,P,SimuProB-5,EV_110
341.628,0.0,75.96,0.0,1,3.754,1,100.0,3.756,0.0,0.9,185.0,EV_110,0.0,240,0.0,RC266002_11,19.1,32324.44,RC266002,181.09,0.0,21.3,P,SimuProB-5,EV_110
341.655,0.0,75.96,0.0,1,3.753,1,100.0,3.755,0.0,-2.4,185.0,EV_110,0.0,250,0.0,RC266002_11,18.9,32324.44,RC266002,181.09,0.0,21.1,P,SimuProB-5,EV_110
341.883,0.0,75.96,0.0,1,3.752,1,100.0,3.754,0.0,1.6,185.0,EV_110,0.0,260,0.0,RC266002_11,18.7,32324.44,RC266002,181.09,0.0,20.9,P,SimuProB-5,EV_110
341.626,0.0,75.96,0.0,1,3.751,1,100.0,3.753,0.0,1.0,185.0,EV_110,0.0,270,0.0,RC266002_11,18.5,32324.44,RC266002,181.09,0.0,20.7,P,SimuProB-5,EV_110
341.547,0.0,75.96,0.0,1,3.75,1,100.0,3.752,0.0,-0.2,185.0,EV_110,0.0,280,0.0,RC266002_11,18.3,32324.44,RC266002,181.09,0.0,20.5,P,SimuProB-5,EV_110
341.503,0.0,75.96,0.0,1,3.749,1,100.0,3.751,0.0,2.1,185.0,EV_110,0.0,290,0.0,RC266002_11,18.1,32324.44,RC266002,181.09,0.0,20.3,P,SimuProB-5,EV_110
341.44,0.0,75.96,0.0,1,3.748,1,100.0,3.75,0.0,-0.1,185.0,EV_110,0.0,300,0.0,RC266002_11,17.9,32324.44,RC266002,181.09,0.0,20.1,P,SimuProB-5,EV_110
341.652,0.0,75.96,0.0,1,3.747,1,100.0,3.749,0.0,-0.9,185.0,EV_110,0.0,310,0.0,RC266002_11,17.7,32324.44,RC266002,181.09,0.0,19.9,P,SimuProB-5,EV_110
340.882,0.0,75.96,0.0,1,3.746,1,100.0,3.748,0.0,-0.6,185.0,EV_110,0.0,320,0.0,RC266002_11,17.5,32324.44,RC266002,181.09,0.0,19.7,P,SimuProB-5,EV_110
341.508,0.0,75.96,0.0,1,3.745,1,100.0,3.747,0.0,-0.5,185.0,EV_110,0.0,330,0.0,RC266002_11,17.3,32324.44,RC266002,181.09,0.0,19.5,P,SimuProB-5,EV_110
341.701,0.0,75.96,0.0,1,3.744,1,100.0,3.746,0.0,-2.7,185.0,EV_110,0.0,340,0.0,RC266002_11,17.1,32324.44,RC266002,181.09,0.0,19.3,P,SimuProB-5,EV_110
341.408,0.0,75.96,0.0,1,3.743,1,100.0,3.745,0.0,1.1,185.0,EV_110,0.0,350,0.0,RC266002_11,16.9,32324.44,RC266002,181.09,0.0,19.1,P,SimuProB-5,EV_110
341.122,0.0,75.96,0.0,1,3.742,1,100.0,3.744,0.0,0.1,185.0,EV_110,0.0,360,0.0,RC266002_11,16.7,32324.44,RC266002,181.09,0.0,18.9,P,SimuProB-5,EV_110
340.872,0.0,75.96,0.0,1,3.741,1,100.0,3.743,0.0,-0.1,185.0,EV_110,0.0,370,0.0,RC266002_11,16.5,32324.44,RC266002,181.09,0.0,18.7,P,SimuProB-5,EV_110
340.185,0.0,75.96,0.0,1,3.74,1,100.0,3.742,0.0,0.0,185.0,EV_110,0.0,380,0.0,RC266002_11,16.3,32324.44,RC266002,181.09,0.0,18.5,P,SimuProB-5,EV_110
340.182,0.0,75.96,0.0,1,3.739,1,100.0,3.741,0.0,-2.4,185.0,EV_110,0.0,390,0.0,RC266002_11,16.1,32324.44,RC266002,181.09,0.0,18.3,P,SimuProB-5,EV_110
339.721,0.0,75.96,0.0,1,3.738,1,100.0,3.74,0.0,0.4,185.0,EV_110,0.0,400,0.0,RC266002_11,15.9,32324.44,RC266002,181.09,0.0,18.1,P,SimuProB-5,EV_110
339.716,0.0,75.96,0.0,1,3.737,1,100.0,3.739,0.0,-1.1,185.0,EV_110,0.0,410,0.0,RC266002_11,15.7,32324.44,RC266002,181.09,0.0,17.9,P,SimuProB-5,EV_110
340.197,0.0,75.96,0.0,1,3.736,1,100.0,3.738,0.0,-2.2,185.0,EV_110,0.0,420,0.0,RC266002_11,15.5,32324.44,RC266002,181.09,0.0,17.7,P,SimuProB-5,EV_110
339.896,0.0,75.96,0.0,1,3.735,1,100.0,3.737,0.0,0.8,185.0,EV_110,0.0,430,0.0,RC266002_11,15.3,32324.44,RC266002,181.09,0.0,17.5,P,SimuProB-5,EV_110
339.939,0.0,75.96,0.0,1,3.734,1,100.0,3.736,0.0,-2.4,185.0,EV_110,0.0,440,0.0,RC266002_11,15.1,32324.44,RC266002,181.09,0.0,17.3,P,SimuProB-5,EV_110
340.688,0.0,75.96,0.0,1,3.733,1,100.0,3.735,0.0,1.6,185.0,EV_110,0.0,450,0.0,RC266002_11,14.9,32324.44,RC266002,181.09,0.0,17.1,P,SimuProB-5,EV_110
339.897,0.0,75.96,0.0,1,3.736,1,100.0,3.738,0.0,-1.7,185.0,EV_110,0.0,460,0.0,RC266002_11,15.0,32324.44,RC266002,181.09,0.0,17.2,P,SimuProB-5,EV_110
339.351,0.0,75.96,0.0,1,3.735,1,100.0,3.737,0.0,-0.5,185.0,EV_110,0.0,470,0.0,RC266002_11,14.8,32324.44,RC266002,181.09,0.0,17.0,P,SimuProB-5,EV_110
339.239,0.0,75.96,0.0,1,3.734,1,100.0,3.736,0.0,-3.0,185.0,EV_110,0.0,480,0.0,RC266002_11,14.6,32324.44,RC266002,181.09,0.0,16.8,P,SimuProB-5,EV_110
339.363,0.0,75.96,0.0,1,3.733,1,100.0,3.735,0.0,-3.8,185.0,EV_110,0.0,490,0.0,RC266002_11,14.5,32324.44,RC266002,181.09,0.0,16.6,P,SimuProB-5,EV_110
