actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
181.09,25.0,EV_110,185.0,DR157642,410,0.0,31279.17,1700.0,EV_110,DR157642_6,15.0,4.029,60.19,374.095,0.0,25.0,75.96,0,46.04,53.32,1,SimuProB-5,D,30.0,4.035
181.09,22.0,EV_110,185.0,DR157642,420,0.0,31279.23,1500.0,EV_110,DR157642_6,10.0,4.028,60.21,374.855,0.0,30.0,75.96,0,46.01,53.33,1,SimuProB-5,D,25.0,4.035
181.09,18.0,EV_110,185.0,DR157642,430,0.0,31279.28,1200.0,EV_110,DR157642_6,5.0,4.028,60.23,375.64,0.0,40.0,75.96,0,45.96,53.34,1,SimuProB-5,D,20.0,4.034
181.09,12.0,EV_110,185.0,DR157642,440,0.0,31279.32,800.0,EV_110,DR157642_6,2.0,4.028,60.26,375.672,0.0,55.0,75.96,0,45.93,53.35,1,SimuProB-5,D,12.0,4.034
181.09,5.0,EV_110,185.0,DR157642,450,0.0,31279.33,350.0,EV_110,DR157642_6,0.0,4.028,60.28,376.567,0.0,70.0,75.96,0,45.9,53.36,1,SimuProB-5,D,5.0,4.034
181.09,0.0,EV_110,185.0,DR157642,460,0.0,31279.33,0.0,EV_110,DR157642_6,0.0,4.027,60.29,378.036,0.0,85.0,75.96,0,45.86,53.37,1,SimuProB-5,D,3.5,4.033
181.09,0.0,EV_110,185.0,DR157642,470,0.0,31279.33,0.0,EV_110,DR157642_6,0.0,4.027,60.31,377.902,0.0,88.0,75.96,0,45.83,53.38,1,SimuProB-5,D,6.5,4.033
181.09,0.0,EV_110,185.0,DR157642,480,0.0,31279.33,0.0,EV_110,DR157642_6,0.0,4.027,60.34,377.646,0.0,90.0,75.96,0,45.78,53.39,1,SimuProB-5,D,7.2,4.033
181.09,0.0,EV_110,185.0,DR157642,490,0.0,31279.33,0.0,EV_110,DR157642_6,0.0,4.027,60.37,377.458,0.0,92.0,75.96,0,45.72,53.41,1,SimuProB-5,D,7.8,4.033
181.09,0.0,EV_110,185.0,DR157642,500,0.0,31279.33,0.0,EV_110,DR157642_6,0.0,4.028,60.39,378.531,0.0,95.0,75.96,0,45.71,53.42,1,SimuProB-5,D,4.2,4.034
181.09,12.0,EV_110,185.0,DR157642,510,0.0,31279.36,1500.0,EV_110,DR157642_6,35.0,4.025,60.42,375.348,0.0,0.0,75.96,0,45.66,53.43,1,SimuProB-5,D,45.0,4.036
181.09,28.0,EV_110,185.0,DR157642,520,0.0,31279.44,3200.0,EV_110,DR157642_6,65.0,4.024,60.45,372.208,0.0,0.0,75.96,0,45.61,53.44,1,SimuProB-5,D,95.0,4.035
181.09,42.0,EV_110,185.0,DR157642,530,0.0,31279.56,4100.0,EV_110,DR157642_6,75.0,4.022,60.49,370.186,0.0,0.0,75.96,0,45.54,53.46,1,SimuProB-5,D,115.0,4.038
181.09,48.0,EV_110,185.0,DR157642,540,0.0,31279.69,4600.0,EV_110,DR157642_6,60.0,4.026,60.52,373.163,0.0,0.0,75.96,0,45.5,53.47,1,SimuProB-5,D,65.0,4.036
181.09,52.0,EV_110,185.0,DR157642,550,0.0,31279.84,4900.0,EV_110,DR157642_6,68.0,4.025,60.54,371.206,0.0,0.0,75.96,0,45.48,53.48,1,SimuProB-5,D,75.0,4.037
181.09,55.0,EV_110,185.0,DR157642,560,0.0,31279.99,5100.0,EV_110,DR157642_6,70.0,4.023,60.57,369.597,0.0,0.0,75.96,0,45.45,53.49,1,SimuProB-5,D,110.0,4.035
181.09,53.0,EV_110,185.0,DR157642,570,0.0,31280.14,4950.0,EV_110,DR157642_6,55.0,4.027,60.59,371.159,0.0,0.0,75.96,0,45.4,53.5,1,SimuProB-5,D,45.0,4.036
181.09,38.0,EV_110,185.0,DR157642,580,0.01,31280.24,3600.0,EV_110,DR157642_6,0.0,4.028,60.61,375.439,0.0,65.0,75.96,0,45.37,53.51,1,SimuProB-5,D,-35.0,4.039
181.09,25.0,EV_110,185.0,DR157642,590,0.007,31280.31,2400.0,EV_110,DR157642_6,0.0,4.029,60.63,374.323,0.0,55.0,75.96,0,45.34,53.52,1,SimuProB-5,D,-25.0,4.038
181.09,12.0,EV_110,185.0,DR157642,600,0.005,31280.34,1150.0,EV_110,DR157642_6,0.0,4.03,60.64,375.777,0.0,45.0,75.96,0,45.31,53.53,1,SimuProB-5,D,-18.0,4.039
181.09,5.0,EV_110,185.0,DR157642,610,0.003,31280.36,480.0,EV_110,DR157642_6,0.0,4.03,60.65,374.453,0.0,30.0,75.96,0,45.29,53.53,1,SimuProB-5,D,-10.0,4.039
181.09,0.0,EV_110,185.0,DR157642,620,0.001,31280.36,0.0,EV_110,DR157642_6,0.0,4.031,60.66,376.787,0.0,85.0,75.96,0,45.26,53.54,1,SimuProB-5,D,-5.0,4.04
181.09,0.0,EV_110,185.0,DR157642,630,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.031,60.68,375.264,0.0,90.0,75.96,0,45.25,53.55,1,SimuProB-5,D,5.5,4.038
181.09,0.0,EV_110,185.0,DR157642,640,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.028,60.69,373.692,0.0,92.0,75.96,0,45.25,53.56,1,SimuProB-5,D,15.0,4.036
181.09,0.0,EV_110,185.0,DR157642,650,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.027,60.71,374.725,0.0,95.0,75.96,0,45.23,53.57,1,SimuProB-5,D,18.5,4.035
181.09,0.0,EV_110,185.0,DR157642,660,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.028,60.72,375.252,0.0,98.0,75.96,0,45.21,53.58,1,SimuProB-5,D,12.5,4.036
181.09,0.0,EV_110,185.0,DR157642,670,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.029,60.74,374.834,0.0,95.0,75.96,0,45.18,53.59,1,SimuProB-5,D,10.2,4.037
181.09,0.0,EV_110,185.0,DR157642,680,0.0,31280.36,0.0,EV_110,DR157642_6,0.0,4.029,60.75,375.193,0.0,96.0,75.96,0,45.14,53.6,1,SimuProB-5,D,14.2,4.037
181.09,12.0,EV_110,185.0,DR157642,690,0.0,31280.39,1500.0,EV_110,DR157642_6,65.0,4.025,60.78,368.448,0.0,0.0,75.96,0,45.13,53.61,1,SimuProB-5,D,145.0,4.038
181.09,28.0,EV_110,185.0,DR157642,700,0.0,31280.47,3200.0,EV_110,DR157642_6,70.0,4.022,60.82,365.984,0.0,0.0,75.96,0,45.11,53.63,1,SimuProB-5,D,165.0,4.039
181.09,45.0,EV_110,185.0,DR157642,710,0.0,31280.59,4500.0,EV_110,DR157642_6,72.0,4.021,60.85,364.651,0.0,0.0,75.96,0,45.08,53.64,1,SimuProB-5,D,175.0,4.04
