actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
181.09,97.2,EV_110,185.0,DR157642,950,0.0,31186.73,3888.0,EV_110,DR157642_2,34.0,3.89,49.9,339.4,0.0,0.0,75.96,0,64.46,49.4,1,SimuProB-5,D,130.5,3.91
181.09,96.9,EV_110,185.0,DR157642,960,0.0,31187.0,3876.0,EV_110,DR157642_2,33.0,3.89,50.0,339.1,0.0,0.0,75.96,0,64.43,49.5,1,SimuProB-5,D,130.8,3.91
181.09,96.6,EV_110,185.0,DR157642,970,0.0,31187.27,3864.0,EV_110,DR157642_2,32.0,3.89,50.0,338.8,0.0,0.0,75.96,0,64.4,49.6,1,SimuProB-5,D,131.1,3.91
181.09,96.3,EV_110,185.0,DR157642,980,0.0,31187.54,3852.0,EV_110,DR157642_2,31.0,3.89,50.0,338.5,0.0,0.0,75.96,0,64.37,49.7,1,SimuProB-5,D,131.4,3.91
181.09,96.0,EV_110,185.0,DR157642,990,0.0,31187.8,3840.0,EV_110,DR157642_2,30.0,3.89,50.0,338.2,0.0,0.0,75.96,0,64.34,49.8,1,SimuProB-5,D,131.7,3.91
181.09,95.7,EV_110,185.0,DR157642,1000,0.0,31188.07,3828.0,EV_110,DR157642_2,29.0,3.89,50.0,337.9,0.0,0.0,75.96,0,64.31,49.9,1,SimuProB-5,D,132.0,3.91
181.09,95.4,EV_110,185.0,DR157642,1010,0.0,31188.33,3816.0,EV_110,DR157642_2,28.0,3.89,50.0,337.6,0.0,0.0,75.96,0,64.28,50.0,1,SimuProB-5,D,132.3,3.91
181.09,95.1,EV_110,185.0,DR157642,1020,0.0,31188.6,3804.0,EV_110,DR157642_2,27.0,3.89,50.0,337.3,0.0,0.0,75.96,0,64.25,50.0,1,SimuProB-5,D,132.6,3.91
181.09,94.8,EV_110,185.0,DR157642,1030,0.0,31188.86,3792.0,EV_110,DR157642_2,26.0,3.89,50.0,337.0,0.0,0.0,75.96,0,64.22,50.0,1,SimuProB-5,D,132.9,3.91
181.09,94.5,EV_110,185.0,DR157642,1040,0.0,31189.12,3780.0,EV_110,DR157642_2,25.0,3.89,50.0,336.7,0.0,0.0,75.96,0,64.19,50.0,1,SimuProB-5,D,133.2,3.91
181.09,94.2,EV_110,185.0,DR157642,1050,0.0,31189.39,3768.0,EV_110,DR157642_2,24.0,3.89,50.0,336.4,0.0,0.0,75.96,0,64.16,50.0,1,SimuProB-5,D,133.5,3.91
