actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
181.09,5.0,EV_110,185.0,DR157642,1020,0.005,31152.22,700.0,EV_110,DR157642_15,0.0,3.978,65.0,360.5,0.0,60.0,75.96,0,68.35,64.25,1,SimuProB-5,D,-10.0,3.992
181.09,0.0,EV_110,185.0,DR157642,1030,0.0,31152.22,0.0,EV_110,DR157642_15,0.0,3.976,65.0,359.0,0.0,45.0,75.96,0,68.35,64.28,1,SimuProB-5,D,4.5,3.99
181.09,0.0,EV_110,185.0,DR157642,1040,0.0,31152.22,0.0,EV_110,DR157642_15,0.0,3.977,65.0,359.2,0.0,50.0,75.96,0,68.35,64.31,1,SimuProB-5,D,6.5,3.991
181.09,18.0,EV_110,185.0,DR157642,1050,0.0,31152.27,2600.0,EV_110,DR157642_15,55.0,3.979,65.0,361.5,0.0,0.0,75.96,0,68.34,64.33,1,SimuProB-5,D,85.0,3.993
181.09,30.0,EV_110,185.0,DR157642,1060,0.0,31152.35,3500.0,EV_110,DR157642_15,60.0,3.981,65.0,355.8,0.0,0.0,75.96,0,68.33,64.36,1,SimuProB-5,D,92.0,3.994
181.09,32.0,EV_110,185.0,DR157642,1070,0.0,31152.44,3700.0,EV_110,DR157642_15,58.0,3.979,65.0,356.2,0.0,0.0,75.96,0,68.32,64.38,1,SimuProB-5,D,88.0,3.993
181.09,35.0,EV_110,185.0,DR157642,1080,0.0,31152.54,4000.0,EV_110,DR157642_15,62.0,3.978,65.0,354.5,0.0,0.0,75.96,0,68.32,64.4,1,SimuProB-5,D,95.0,3.992
181.09,33.0,EV_110,185.0,DR157642,1090,0.0,31152.63,3800.0,EV_110,DR157642_15,52.0,3.979,65.0,356.8,0.0,0.0,75.96,0,68.31,64.42,1,SimuProB-5,D,82.0,3.992
181.09,38.0,EV_110,185.0,DR157642,1100,0.0,31152.74,4200.0,EV_110,DR157642_15,65.0,3.978,65.0,352.1,0.0,0.0,75.96,0,68.31,64.45,1,SimuProB-5,D,105.0,3.994
181.09,36.0,EV_110,185.0,DR157642,1110,0.0,31152.84,4100.0,EV_110,DR157642_15,55.0,3.979,65.0,358.5,0.0,0.0,75.96,0,68.3,64.47,1,SimuProB-5,D,75.0,3.991
181.09,42.0,EV_110,185.0,DR157642,1120,0.0,31152.95,4600.0,EV_110,DR157642_15,70.0,3.977,65.0,351.2,0.0,0.0,75.96,0,68.29,64.49,1,SimuProB-5,D,115.0,3.995
181.09,39.0,EV_110,185.0,DR157642,1130,0.0,31153.06,4300.0,EV_110,DR157642_15,64.0,3.978,65.0,353.8,0.0,0.0,75.96,0,68.28,64.54,1,SimuProB-5,D,98.0,3.993
181.09,37.0,EV_110,185.0,DR157642,1140,0.0,31153.16,4100.0,EV_110,DR157642_15,58.0,3.978,65.0,355.2,0.0,0.0,75.96,0,68.27,64.56,1,SimuProB-5,D,85.0,3.992
181.09,45.0,EV_110,185.0,DR157642,1150,0.0,31153.29,4900.0,EV_110,DR157642_15,72.0,3.975,65.0,348.5,0.0,0.0,75.96,0,68.25,64.58,1,SimuProB-5,D,125.0,3.996
181.09,50.0,EV_110,185.0,DR157642,1160,0.0,31153.43,5400.0,EV_110,DR157642_15,78.0,3.974,65.0,346.8,0.0,0.0,75.96,0,68.23,64.59,1,SimuProB-5,D,135.0,3.997
181.09,48.0,EV_110,185.0,DR157642,1170,0.0,31153.56,5200.0,EV_110,DR157642_15,65.0,3.976,65.0,349.5,0.0,0.0,75.96,0,68.21,64.62,1,SimuProB-5,D,110.0,3.996
181.09,46.0,EV_110,185.0,DR157642,1180,0.0,31153.69,5000.0,EV_110,DR157642_15,60.0,3.979,65.0,354.2,0.0,0.0,75.96,0,68.19,64.64,1,SimuProB-5,D,92.0,3.994
181.09,42.0,EV_110,185.0,DR157642,1190,0.0,31153.8,4600.0,EV_110,DR157642_15,50.0,3.979,65.0,356.5,0.0,0.0,75.96,0,68.17,64.66,1,SimuProB-5,D,75.0,3.993
181.09,38.0,EV_110,185.0,DR157642,1200,0.0,31153.91,4200.0,EV_110,DR157642_15,45.0,3.981,65.0,358.2,0.0,0.0,75.96,0,68.15,64.67,1,SimuProB-5,D,55.0,3.992
181.09,35.0,EV_110,185.0,DR157642,1210,0.0,31154.01,3800.0,EV_110,DR157642_15,40.0,3.982,65.0,359.8,0.0,0.0,75.96,0,68.14,64.68,1,SimuProB-5,D,42.0,3.991
181.09,15.0,EV_110,185.0,DR157642,1220,0.0,31154.05,1800.0,EV_110,DR157642_15,25.0,3.97,65.0,340.2,0.0,0.0,75.96,0,68.13,64.69,1,SimuProB-5,D,35.0,3.985
181.09,28.0,EV_110,185.0,DR157642,1230,0.0,31154.13,3000.0,EV_110,DR157642_15,35.0,3.975,65.0,355.8,0.0,0.0,75.96,0,68.12,64.71,1,SimuProB-5,D,12.5,3.988
