id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC801890,RC801890_1,335.4,-28.5,20.03,3.48,3.39,25.1,22.4,0,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.508,-25.2,20.07,3.48,3.39,25.15,22.42,10,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.004,-28.7,20.12,3.481,3.391,25.18,22.44,20,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,334.559,-29.0,20.15,3.482,3.392,25.22,22.46,30,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.128,-28.8,20.19,3.483,3.393,25.24,22.47,40,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.374,-24.6,20.25,3.484,3.394,25.27,22.49,50,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,334.498,-27.1,20.31,3.485,3.395,25.3,22.5,60,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,334.961,-26.7,20.37,3.486,3.396,25.32,22.51,70,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,334.797,-26.8,20.44,3.487,3.397,25.33,22.52,80,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.155,-24.9,20.51,3.488,3.398,25.35,22.53,90,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.469,-23.3,20.59,3.489,3.399,25.36,22.54,100,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.339,-21.4,20.65,3.49,3.4,25.37,22.55,110,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.032,-19.5,20.74,3.491,3.401,25.38,22.56,120,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.021,-19.1,20.82,3.492,3.402,25.39,22.57,130,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.695,-22.3,20.88,3.493,3.403,25.4,22.58,140,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.64,-19.3,20.94,3.494,3.404,25.41,22.59,150,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,334.933,-21.0,21.0,3.495,3.405,25.42,22.6,160,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.292,-21.5,21.08,3.496,3.406,25.43,22.61,170,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.348,-20.0,21.16,3.497,3.407,25.44,22.62,180,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,335.475,-18.6,21.26,3.498,3.408,25.45,22.63,190,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.449,-21.7,21.37,3.499,3.409,25.46,22.64,200,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.62,-22.9,21.45,3.501,3.411,25.47,22.65,210,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
RC801890,RC801890_1,336.512,-19.7,21.54,3.502,3.412,25.48,22.66,220,0.0,0,75.96,0.0,0.0,P,0.0,0.0,1,00,EV_110,SimuProB-5,31466.25,181.09,185.0
