id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC304195,RC304195_3,372.172,-27.2,15.73,4.13,3.93,26.54,22.23,0,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,372.689,-29.9,15.74,4.14,3.93,26.55,22.23,10,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,372.828,-28.5,15.76,4.14,3.93,26.55,22.23,20,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,373.243,-29.7,15.76,4.14,3.93,26.56,22.23,30,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,372.791,-27.0,15.77,4.14,3.93,26.56,22.24,40,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,373.495,-27.8,15.79,4.14,3.93,26.56,22.24,50,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,373.697,-27.0,15.83,4.14,3.93,26.57,22.24,60,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,373.971,-29.8,15.83,4.14,3.93,26.57,22.25,70,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,373.805,-27.5,15.86,4.14,3.93,26.58,22.25,80,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,374.538,-26.9,15.89,4.14,3.93,26.59,22.26,90,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,374.992,-27.3,15.91,4.15,3.93,26.6,22.26,100,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.505,-25.2,15.94,4.15,3.93,26.61,22.27,110,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.212,-27.8,15.96,4.15,3.94,26.62,22.27,120,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.573,-27.1,15.98,4.16,3.94,26.63,22.28,130,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.724,-24.6,16.03,4.16,3.94,26.64,22.28,140,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.811,-25.0,16.05,4.16,3.94,26.64,22.29,150,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,375.961,-29.0,16.07,4.17,3.94,26.65,22.29,160,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.097,-28.9,16.1,4.17,3.95,26.66,22.3,170,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.643,-25.9,16.13,4.18,3.95,26.67,22.31,180,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.38,-27.3,16.17,4.18,3.96,26.68,22.32,190,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.743,-24.3,16.2,4.18,3.96,26.68,22.32,200,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.301,-26.5,16.21,4.18,3.96,26.69,22.32,210,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.847,-29.2,16.23,4.19,3.96,26.69,22.33,220,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,377.167,-25.0,16.28,4.19,3.96,26.7,22.33,230,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_3,376.733,-27.5,16.3,4.19,3.96,26.7,22.34,240,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
