id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC304195,RC304195_2,353.931,-27.8,11.39,3.81,3.67,25.53,21.6,0,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,354.4,-28.3,11.42,3.81,3.67,25.53,21.6,10,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,354.329,-24.8,11.45,3.81,3.67,25.54,21.6,20,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,353.62,-25.1,11.46,3.82,3.67,25.54,21.61,30,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,353.859,-22.6,11.47,3.82,3.67,25.55,21.61,40,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,354.108,-23.9,11.48,3.82,3.67,25.55,21.61,50,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,353.553,-26.3,11.5,3.82,3.67,25.56,21.62,60,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,353.587,-23.1,11.52,3.82,3.67,25.56,21.62,70,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,354.193,-24.0,11.54,3.82,3.67,25.56,21.62,80,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
RC304195,RC304195_2,353.931,-24.7,11.54,3.82,3.67,25.57,21.63,90,0.0,0,62.21,0.0,0.0,P,0.0,0.0,1,00,EV_103,SimuProA-3,112918.0,197.17,210.0
