volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
369.919,81.0,18.24,6632.0,0,4.063,1,89.57,4.141,119.5,165.0,185.0,EV_106,0.0,540,0.0,DR558126_4,64.5,97151.27,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.092,88.0,18.24,6710.0,0,4.06,1,89.55,4.14,120.8,180.0,185.0,EV_106,0.0,550,0.0,DR558126_4,64.6,97151.61,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
371.548,0.0,18.24,6390.0,0,4.066,1,89.54,4.143,115.0,-25.0,185.0,EV_106,0.05,560,15.0,DR558126_4,64.65,97151.93,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.47,90.0,18.24,6734.0,0,4.062,1,89.51,4.142,121.2,175.0,185.0,EV_106,0.0,570,0.0,DR558126_4,64.7,97152.27,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
370.256,75.0,18.24,6584.0,0,4.064,1,89.49,4.144,118.5,155.0,185.0,EV_106,0.0,580,0.0,DR558126_4,64.8,97152.6,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
370.151,70.0,18.24,6490.0,0,4.065,1,89.46,4.145,116.8,140.0,185.0,EV_106,0.0,590,0.0,DR558126_4,64.9,97152.92,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
369.548,72.0,18.24,6530.0,0,4.065,1,89.44,4.145,117.5,145.0,185.0,EV_106,0.0,600,0.0,DR558126_4,64.95,97153.25,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.61,78.0,18.24,6614.0,0,4.064,1,89.42,4.146,119.0,150.0,185.0,EV_106,0.0,610,0.0,DR558126_4,65.0,97153.58,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
370.41,0.0,18.24,6364.0,0,4.066,1,89.4,4.147,114.5,-15.0,185.0,EV_106,0.04,620,12.0,DR558126_4,65.0,97153.9,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
369.991,65.0,18.24,6463.0,0,4.065,1,89.37,4.148,116.2,135.0,185.0,EV_106,0.0,630,0.0,DR558126_4,65.0,97154.22,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.908,72.0,18.24,6563.0,0,4.063,1,89.34,4.149,118.0,148.0,185.0,EV_106,0.0,640,0.0,DR558126_4,65.0,97154.55,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.949,75.0,18.24,6647.0,0,4.062,1,89.32,4.15,119.5,152.0,185.0,EV_106,0.0,650,0.0,DR558126_4,65.0,97154.88,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.726,74.0,18.24,6607.0,0,4.062,1,89.29,4.15,118.8,145.0,185.0,EV_106,0.0,660,0.0,DR558126_4,65.0,97155.21,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
369.415,0.0,18.24,6406.0,0,4.064,1,89.27,4.151,115.2,-25.0,185.0,EV_106,0.05,670,8.0,DR558126_4,65.0,97155.53,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.545,70.0,18.24,6535.0,0,4.063,1,89.23,4.152,117.5,140.0,185.0,EV_106,0.0,680,0.0,DR558126_4,65.0,97155.86,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.422,71.0,18.24,6573.0,0,4.063,1,89.16,4.15,118.2,146.5,185.0,EV_106,0.0,690,0.0,DR558126_4,65.0,97156.19,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.787,68.0,18.24,6478.0,0,4.062,1,89.12,4.149,116.5,138.0,185.0,EV_106,0.0,700,0.0,DR558126_4,65.0,97156.51,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.917,70.5,18.24,6550.0,0,4.064,1,89.08,4.151,117.8,144.2,185.0,EV_106,0.0,710,0.0,DR558126_4,65.0,97156.84,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.556,69.5,18.24,6527.0,0,4.063,1,89.03,4.15,117.4,142.8,185.0,EV_106,0.0,720,0.0,DR558126_4,65.0,97157.17,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.276,67.0,18.24,6449.0,0,4.064,1,89.0,4.151,116.0,135.5,185.0,EV_106,0.0,730,0.0,DR558126_4,65.0,97157.49,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
367.805,72.5,18.24,6609.0,0,4.062,1,88.97,4.15,118.8,148.3,185.0,EV_106,0.0,740,0.0,DR558126_4,65.0,97157.82,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
