id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC561349,RC561349_3,414.756,-164.6,55.67,4.45,4.44,65.0,65.0,0,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,414.935,-166.6,55.83,4.45,4.44,65.0,65.0,10,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,415.368,-164.7,56.01,4.45,4.44,65.0,65.0,20,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,415.536,-166.5,56.18,4.45,4.44,65.0,65.0,30,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,415.839,-165.2,56.35,4.45,4.44,65.0,65.0,40,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,415.751,-165.0,56.52,4.45,4.44,65.0,65.0,50,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,416.415,-164.2,56.69,4.45,4.44,65.0,65.0,60,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,416.686,-164.5,56.85,4.45,4.44,65.0,65.0,70,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,416.714,-160.8,57.03,4.45,4.44,65.0,65.0,80,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.38,-161.5,57.2,4.45,4.44,65.0,65.0,90,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.311,-165.4,57.36,4.45,4.44,65.0,65.0,100,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.681,-166.4,57.53,4.45,4.44,65.0,65.0,110,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.374,-163.4,57.7,4.45,4.44,65.0,65.0,120,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.632,-163.0,57.84,4.45,4.44,65.0,65.0,130,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.876,-163.8,58.0,4.45,4.44,65.0,65.0,140,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.845,-166.8,58.15,4.45,4.44,65.0,65.0,150,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.606,-163.5,58.31,4.45,4.44,65.0,65.0,160,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,418.256,-159.8,58.48,4.45,4.45,65.0,65.0,170,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.933,-161.5,58.63,4.45,4.45,65.0,65.0,180,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,418.42,-160.2,58.78,4.45,4.45,65.0,65.0,190,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,418.029,-157.0,58.92,4.45,4.44,65.0,65.0,200,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,418.215,-157.8,59.07,4.45,4.44,65.0,65.0,210,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,417.645,-155.7,59.21,4.45,4.44,65.0,65.0,220,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,418.598,-157.0,59.4,4.45,4.44,65.0,65.0,230,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,419.2,-155.6,59.54,4.45,4.44,65.0,65.0,240,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,419.568,-153.3,59.7,4.45,4.45,65.0,65.0,250,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,420.338,-156.3,59.88,4.45,4.44,65.0,64.8,260,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,420.728,-153.6,60.02,4.45,4.44,65.0,64.9,270,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,421.513,-153.4,60.19,4.45,4.45,65.0,65.0,280,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,421.506,-149.2,60.36,4.45,4.44,65.0,65.0,290,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_3,421.835,-150.1,60.5,4.45,4.45,65.0,65.0,300,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
