id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC561349,RC561349_4,438.454,-133.1,78.66,4.41,4.38,42.1,38.5,0,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,438.661,-130.6,78.7,4.42,4.38,42.3,38.6,10,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,440.079,-129.9,78.72,4.43,4.39,42.5,38.7,20,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,440.803,-130.5,78.75,4.43,4.39,42.7,38.8,30,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,440.825,-127.6,78.76,4.44,4.4,42.9,38.9,40,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,441.033,-123.6,78.78,4.44,4.4,43.1,39.0,50,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,441.421,-120.1,78.79,4.45,4.4,43.3,39.1,60,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,441.353,-120.7,78.82,4.45,4.41,43.5,39.2,70,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.175,-116.6,78.84,4.45,4.41,43.7,39.3,80,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.072,-115.3,78.86,4.45,4.41,43.9,39.4,90,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.693,-115.2,78.88,4.45,4.42,44.1,39.5,100,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.18,-114.3,78.91,4.45,4.42,44.3,39.6,110,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.245,-113.3,78.93,4.45,4.42,44.5,39.7,120,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.74,-110.9,78.96,4.45,4.42,44.7,39.8,130,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.758,-111.8,78.99,4.45,4.43,44.9,39.9,140,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,443.269,-113.2,79.02,4.45,4.43,45.1,40.0,150,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,442.974,-111.2,79.05,4.45,4.43,45.3,40.1,160,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,443.412,-109.4,79.09,4.45,4.43,45.5,40.2,170,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,443.383,-107.9,79.14,4.45,4.43,45.7,40.3,180,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,443.507,-106.0,79.18,4.45,4.44,45.9,40.4,190,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.32,-104.2,79.22,4.45,4.44,46.1,40.5,200,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.992,-103.5,79.27,4.45,4.44,46.3,40.6,210,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-99.4,79.28,4.45,4.44,46.4,40.7,220,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-98.0,79.3,4.45,4.44,46.6,40.8,230,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-96.4,79.33,4.45,4.44,46.7,40.9,240,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-95.2,79.35,4.45,4.44,46.8,41.0,250,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.932,-96.2,79.37,4.45,4.44,46.9,41.1,260,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-92.2,79.4,4.45,4.44,47.0,41.2,270,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.891,-92.0,79.42,4.45,4.44,47.1,41.3,280,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.76,-91.2,79.44,4.45,4.44,47.2,41.4,290,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.43,-91.4,79.47,4.45,4.44,47.3,41.5,300,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.737,-89.4,79.51,4.45,4.44,47.4,41.6,310,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.576,-90.2,79.54,4.45,4.44,47.5,41.7,320,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.578,-90.7,79.57,4.45,4.44,47.6,41.8,330,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-88.2,79.59,4.45,4.44,47.7,41.9,340,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.91,-87.5,79.6,4.45,4.44,47.8,42.0,350,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.911,-85.4,79.61,4.45,4.44,47.9,42.1,360,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.669,-90.2,79.62,4.45,4.44,48.0,42.2,370,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.639,-85.5,79.64,4.45,4.44,48.1,42.3,380,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.492,-81.4,79.66,4.45,4.44,48.2,42.4,390,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-81.3,79.68,4.45,4.44,48.3,42.5,400,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-83.7,79.69,4.45,4.44,48.4,42.6,410,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,444.946,-78.0,79.72,4.45,4.44,48.5,42.7,420,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
RC561349,RC561349_4,445.0,-75.2,79.74,4.45,4.44,48.6,42.8,430,0.0,1,23.89,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,168101.0,165.67,185.0
