id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
DR381544,DR381544_2,389.278,90.5,85.47,4.161,4.134,45.7,44.6,0,116.5,1,88.83,0.0,4660.0,D,71.0,0.0,0,00,EV_106,SimuProB-1,55600.02,178.06,185.0
DR381544,DR381544_2,389.021,91.5,85.4,4.162,4.135,45.72,44.62,10,116.8,1,88.83,0.0,4672.0,D,72.0,0.0,0,00,EV_106,SimuProB-1,55600.34,178.06,185.0
DR381544,DR381544_2,388.779,93.0,85.3,4.161,4.134,45.75,44.64,20,117.2,1,88.83,0.0,4688.0,D,73.5,0.0,0,00,EV_106,SimuProB-1,55600.67,178.06,185.0
DR381544,DR381544_2,389.565,92.2,85.24,4.162,4.135,45.78,44.66,30,117.0,1,88.83,0.0,4680.0,D,72.5,0.0,0,00,EV_106,SimuProB-1,55600.99,178.06,185.0
DR381544,DR381544_2,389.27,91.0,85.16,4.161,4.134,45.8,44.67,40,116.5,1,88.83,0.0,4660.0,D,71.5,0.0,0,00,EV_106,SimuProB-1,55601.31,178.06,185.0
DR381544,DR381544_2,389.456,92.5,85.1,4.162,4.135,45.82,44.69,50,116.9,1,88.83,0.0,4675.0,D,72.8,0.0,0,00,EV_106,SimuProB-1,55601.64,178.06,185.0
DR381544,DR381544_2,388.893,94.2,85.03,4.163,4.136,45.85,44.71,60,117.5,1,88.83,0.0,4695.0,D,74.0,0.0,0,00,EV_106,SimuProB-1,55601.96,178.06,185.0
DR381544,DR381544_2,389.474,91.5,84.97,4.162,4.135,45.87,44.72,70,117.2,1,88.83,0.0,4684.0,D,73.0,0.0,0,00,EV_106,SimuProB-1,55602.29,178.06,185.0
DR381544,DR381544_2,388.452,92.8,84.91,4.163,4.136,45.89,44.73,80,117.5,1,88.83,0.0,4695.0,D,73.5,0.0,0,00,EV_106,SimuProB-1,55602.61,178.06,185.0
DR381544,DR381544_2,389.467,90.5,84.84,4.161,4.134,45.91,44.75,90,116.8,1,88.83,0.0,4672.0,D,72.0,0.0,0,00,EV_106,SimuProB-1,55602.94,178.06,185.0
DR381544,DR381544_2,388.248,93.5,84.75,4.164,4.137,45.93,44.77,100,117.4,1,88.83,0.0,4691.0,D,73.2,0.0,0,00,EV_106,SimuProB-1,55603.27,178.06,185.0
DR381544,DR381544_2,388.354,95.1,84.66,4.165,4.138,45.96,44.79,110,118.0,1,88.83,0.0,4713.0,D,74.5,0.0,0,00,EV_106,SimuProB-1,55603.59,178.06,185.0
