volt_V,accelerator_pedal_pct,payload_kg,motor_rpm,charger_connected,min_single_volt_V,hvac_active,soc_pct,max_single_volt_V,avg_speed_kmh,current_A,nominal_capacity_Ah,vehicle_name,regenerative_braking_Ah,timestamp_s,brake_pedal_pct,id_segment,min_temp_C,mileage_km,id,actual_max_capacity_Ah,label,max_temp_C,gear_position,car_model,car_id
382.471,35.0,18.24,1900.0,0,4.05,1,52.34,4.13,30.0,45.0,185.0,EV_106,0.0,1230,0.0,DR558126_22,59.0,97412.23,DR558126,173.9,0.0,61.9,D,SimuProB-1,EV_106
365.455,55.0,18.24,2650.0,0,4.02,1,52.33,4.15,42.0,110.0,185.0,EV_106,0.0,1240,0.0,DR558126_22,59.1,97412.35,DR558126,173.9,0.0,62.0,D,SimuProB-1,EV_106
376.958,0.0,18.24,750.0,0,4.08,1,52.33,4.14,12.0,-15.0,185.0,EV_106,0.01,1250,40.0,DR558126_22,59.2,97412.38,DR558126,173.9,0.0,62.1,D,SimuProB-1,EV_106
385.067,30.0,18.24,2200.0,0,4.09,1,52.32,4.12,35.0,25.0,185.0,EV_106,0.0,1260,0.0,DR558126_22,59.3,97412.48,DR558126,173.9,0.0,62.2,D,SimuProB-1,EV_106
370.382,70.0,18.24,3500.0,0,4.01,1,52.32,4.15,55.0,140.0,185.0,EV_106,0.0,1270,0.0,DR558126_22,59.4,97412.63,DR558126,173.9,0.0,62.3,D,SimuProB-1,EV_106
392.535,0.0,18.24,1900.0,0,4.1,1,52.31,4.14,30.0,-25.0,185.0,EV_106,0.025,0,50.0,DR558126_23,59.5,97412.71,DR558126,173.9,0.0,62.4,D,SimuProB-1,EV_106
368.344,75.0,18.24,3700.0,0,4.0,1,52.29,4.15,58.0,150.0,185.0,EV_106,0.0,10,0.0,DR558126_23,59.6,97412.87,DR558126,173.9,0.0,62.5,D,SimuProB-1,EV_106
375.62,35.0,18.24,2500.0,0,4.09,1,52.29,4.13,40.0,45.0,185.0,EV_106,0.0,20,0.0,DR558126_23,59.7,97412.98,DR558126,173.9,0.0,62.6,D,SimuProB-1,EV_106
381.684,0.0,18.24,1550.0,0,4.11,1,52.29,4.14,25.0,-20.0,185.0,EV_106,0.015,30,45.0,DR558126_23,59.8,97413.05,DR558126,173.9,0.0,62.7,D,SimuProB-1,EV_106
378.818,40.0,18.24,2800.0,0,4.08,1,52.26,4.14,45.0,65.0,185.0,EV_106,0.0,40,0.0,DR558126_23,59.9,97413.18,DR558126,173.9,0.0,62.8,D,SimuProB-1,EV_106
364.847,55.0,18.24,2200.0,0,4.02,1,52.26,4.15,35.0,120.0,185.0,EV_106,0.0,50,0.0,DR558126_23,60.1,97413.27,DR558126,173.9,0.0,63.0,D,SimuProB-1,EV_106
371.766,0.0,18.24,600.0,0,4.13,1,52.25,4.15,10.0,-30.0,185.0,EV_106,0.028,60,60.0,DR558126_23,60.2,97413.3,DR558126,173.9,0.0,63.1,D,SimuProB-1,EV_106
376.114,25.0,18.24,1900.0,0,4.1,1,52.23,4.14,30.0,35.0,185.0,EV_106,0.0,70,0.0,DR558126_23,60.3,97413.38,DR558126,173.9,0.0,63.2,D,SimuProB-1,EV_106
367.768,45.0,18.24,2500.0,0,4.07,1,52.22,4.15,40.0,85.0,185.0,EV_106,0.0,80,0.0,DR558126_23,60.4,97413.49,DR558126,173.9,0.0,63.3,D,SimuProB-1,EV_106
382.377,0.0,18.24,950.0,0,4.12,1,52.22,4.15,15.0,-25.0,185.0,EV_106,0.022,90,50.0,DR558126_23,60.5,97413.54,DR558126,173.9,0.0,63.4,D,SimuProB-1,EV_106
372.799,30.0,18.24,1600.0,0,4.08,1,52.21,4.14,25.0,55.0,185.0,EV_106,0.0,100,0.0,DR558126_23,60.5,97413.61,DR558126,173.9,0.0,63.4,D,SimuProB-1,EV_106
364.887,60.0,18.24,2900.0,0,4.05,1,52.18,4.15,45.0,95.0,185.0,EV_106,0.0,110,0.0,DR558126_23,60.6,97413.73,DR558126,173.9,0.0,63.5,D,SimuProB-1,EV_106
380.18,0.0,18.24,600.0,0,4.11,1,52.18,4.15,10.0,-20.0,185.0,EV_106,0.018,120,45.0,DR558126_23,60.7,97413.76,DR558126,173.9,0.0,63.6,D,SimuProB-1,EV_106
362.823,65.0,18.24,3200.0,0,4.03,1,52.14,4.15,50.0,110.0,185.0,EV_106,0.0,130,0.0,DR558126_23,60.8,97413.9,DR558126,173.9,0.0,63.7,D,SimuProB-1,EV_106
395.61,0.0,18.24,1550.0,0,4.1,1,52.14,4.15,25.0,-35.0,185.0,EV_106,0.028,140,60.0,DR558126_23,60.8,97413.97,DR558126,173.9,0.0,63.7,D,SimuProB-1,EV_106
378.591,35.0,18.24,1900.0,0,4.09,1,52.14,4.15,30.0,45.0,185.0,EV_106,0.0,150,0.0,DR558126_23,60.9,97414.05,DR558126,173.9,0.0,63.8,D,SimuProB-1,EV_106
365.393,55.0,18.24,2650.0,0,4.08,1,52.13,4.15,42.0,85.0,185.0,EV_106,0.0,160,0.0,DR558126_23,61.0,97414.17,DR558126,173.9,0.0,63.9,D,SimuProB-1,EV_106
358.6,75.0,18.24,3450.0,0,4.02,1,52.11,4.15,55.0,125.0,185.0,EV_106,0.0,170,0.0,DR558126_23,61.1,97414.32,DR558126,173.9,0.0,64.0,D,SimuProB-1,EV_106
392.458,0.0,18.24,950.0,0,4.12,1,52.11,4.15,15.0,-25.0,185.0,EV_106,0.02,180,55.0,DR558126_23,61.2,97414.36,DR558126,173.9,0.0,64.1,D,SimuProB-1,EV_106
385.667,40.0,18.24,2100.0,0,4.09,1,52.1,4.15,35.0,55.0,185.0,EV_106,0.0,190,0.0,DR558126_23,61.3,97414.46,DR558126,173.9,0.0,64.2,D,SimuProB-1,EV_106
370.669,50.0,18.24,2800.0,0,4.07,1,52.09,4.14,45.0,80.0,185.0,EV_106,0.0,200,0.0,DR558126_23,61.4,97414.58,DR558126,173.9,0.0,64.3,D,SimuProB-1,EV_106
390.492,0.0,18.24,600.0,0,4.11,1,52.08,4.15,10.0,-30.0,185.0,EV_106,0.025,210,70.0,DR558126_23,61.5,97414.61,DR558126,173.9,0.0,64.4,D,SimuProB-1,EV_106
388.388,35.0,18.24,1550.0,0,4.08,1,52.06,4.15,25.0,65.0,185.0,EV_106,0.0,220,0.0,DR558126_23,61.55,97414.68,DR558126,173.9,0.0,64.45,D,SimuProB-1,EV_106
396.083,15.0,18.24,750.0,0,4.13,1,52.06,4.15,12.0,15.0,185.0,EV_106,0.0,230,10.0,DR558126_23,61.6,97414.71,DR558126,173.9,0.0,64.5,D,SimuProB-1,EV_106
382.215,55.0,18.24,2400.0,0,4.06,1,52.05,4.15,40.0,95.0,185.0,EV_106,0.0,240,0.0,DR558126_23,61.7,97414.82,DR558126,173.9,0.0,64.6,D,SimuProB-1,EV_106
372.651,65.0,18.24,3200.0,0,4.05,1,52.04,4.15,50.0,110.0,185.0,EV_106,0.0,250,0.0,DR558126_23,61.8,97414.96,DR558126,173.9,0.0,64.7,D,SimuProB-1,EV_106
398.236,0.0,18.24,2200.0,0,4.1,1,52.01,4.15,35.0,-35.0,185.0,EV_106,0.028,260,60.0,DR558126_23,61.85,97415.06,DR558126,173.9,0.0,64.75,D,SimuProB-1,EV_106
377.779,40.0,18.24,1750.0,0,4.07,1,52.01,4.15,28.0,85.0,185.0,EV_106,0.0,270,0.0,DR558126_23,61.9,97415.13,DR558126,173.9,0.0,64.8,D,SimuProB-1,EV_106
393.495,25.0,18.24,1400.0,0,4.08,1,51.98,4.14,22.0,45.0,185.0,EV_106,0.0,280,0.0,DR558126_23,62.0,97415.19,DR558126,173.9,0.0,64.9,D,SimuProB-1,EV_106
375.321,70.0,18.24,2800.0,0,4.05,1,51.98,4.15,45.0,120.0,185.0,EV_106,0.0,290,0.0,DR558126_23,62.1,97415.32,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
394.954,0.0,18.24,950.0,0,4.09,1,51.96,4.15,15.0,-25.0,185.0,EV_106,0.02,300,45.0,DR558126_23,62.2,97415.36,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
372.209,75.0,18.24,3250.0,0,4.04,1,51.94,4.15,52.0,135.0,185.0,EV_106,0.0,310,0.0,DR558126_23,62.25,97415.5,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
388.819,30.0,18.24,2375.0,0,4.09,1,51.91,4.14,38.0,55.0,185.0,EV_106,0.0,320,0.0,DR558126_23,62.3,97415.61,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
370.708,60.0,18.24,2625.0,0,4.06,1,51.89,4.15,42.0,110.0,185.0,EV_106,0.0,330,0.0,DR558126_23,62.4,97415.73,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
392.463,25.0,18.24,2187.0,0,4.1,1,51.86,4.14,35.0,45.0,185.0,EV_106,0.0,340,0.0,DR558126_23,62.42,97415.83,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.081,65.0,18.24,3000.0,0,4.04,1,51.85,4.15,48.0,145.0,185.0,EV_106,0.0,350,0.0,DR558126_23,62.55,97415.96,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
390.528,0.0,18.24,1375.0,0,4.08,1,51.85,4.15,22.0,-32.0,185.0,EV_106,0.025,360,55.0,DR558126_23,62.6,97416.02,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
375.184,35.0,18.24,1750.0,0,4.07,1,51.83,4.14,28.0,85.0,185.0,EV_106,0.0,370,0.0,DR558126_23,62.63,97416.1,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
365.02,50.0,18.24,2000.0,0,4.05,1,51.82,4.15,32.0,120.0,185.0,EV_106,0.0,380,0.0,DR558126_23,62.75,97416.19,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
391.439,10.0,18.24,312.0,0,4.11,1,51.8,4.14,5.0,15.0,185.0,EV_106,0.01,390,15.0,DR558126_23,62.85,97416.2,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
372.789,30.0,18.24,1125.0,0,4.06,1,51.79,4.14,18.0,95.0,185.0,EV_106,0.0,400,0.0,DR558126_23,62.9,97416.25,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
366.048,55.0,18.24,2187.0,0,4.05,1,51.76,4.15,35.0,135.0,185.0,EV_106,0.0,410,0.0,DR558126_23,62.95,97416.35,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
394.123,0.0,18.24,750.0,0,4.1,1,51.76,4.15,12.0,-25.0,185.0,EV_106,0.028,420,60.0,DR558126_23,62.98,97416.38,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
375.631,45.0,18.24,1750.0,0,4.05,1,51.74,4.14,28.0,85.0,185.0,EV_106,0.0,430,0.0,DR558126_23,63.02,97416.46,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
387.74,5.0,18.24,500.0,0,4.1,1,51.74,4.13,8.0,12.0,185.0,EV_106,0.015,440,25.0,DR558126_23,63.06,97416.48,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.784,55.0,18.24,2375.0,0,4.04,1,51.73,4.15,38.0,110.0,185.0,EV_106,0.0,450,0.0,DR558126_23,63.1,97416.59,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
362.619,65.0,18.24,3000.0,0,4.02,1,51.71,4.15,48.0,145.0,185.0,EV_106,0.0,460,0.0,DR558126_23,63.15,97416.72,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
384.772,0.0,18.24,937.0,0,4.12,1,51.71,4.15,15.0,-32.0,185.0,EV_106,0.03,470,75.0,DR558126_23,63.2,97416.76,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
378.366,35.0,18.24,1375.0,0,4.06,1,51.71,4.14,22.0,65.0,185.0,EV_106,0.0,480,5.0,DR558126_23,63.25,97416.83,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
375.633,25.0,18.24,1750.0,0,4.065,1,51.69,4.145,28.0,45.0,185.0,EV_106,0.0,490,0.0,DR558126_23,63.35,97416.91,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
365.054,45.0,18.24,2625.0,0,4.04,1,51.68,4.15,42.0,95.0,185.0,EV_106,0.0,500,0.0,DR558126_23,63.48,97417.02,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
379.586,0.0,18.24,750.0,0,4.13,1,51.68,4.15,12.0,-28.0,185.0,EV_106,0.028,510,60.0,DR558126_23,63.58,97417.06,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
380.982,15.0,18.24,312.0,0,4.115,1,51.67,4.145,5.0,5.0,185.0,EV_106,0.0,520,20.0,DR558126_23,63.63,97417.07,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
377.301,30.0,18.24,1125.0,0,4.068,1,51.67,4.148,18.0,38.0,185.0,EV_106,0.0,530,0.0,DR558126_23,63.7,97417.12,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
383.254,0.0,18.24,500.0,0,4.132,1,51.67,4.15,8.0,-22.0,185.0,EV_106,0.025,540,55.0,DR558126_23,63.76,97417.15,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
374.563,40.0,18.24,1750.0,0,4.072,1,51.67,4.148,28.0,65.0,185.0,EV_106,0.0,550,0.0,DR558126_23,63.75,97417.23,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
368.897,65.0,18.24,2812.0,0,4.045,1,51.65,4.15,45.0,110.0,185.0,EV_106,0.0,560,0.0,DR558126_23,63.82,97417.35,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
391.782,0.0,18.24,625.0,0,4.128,1,51.65,4.15,10.0,-35.0,185.0,EV_106,0.032,570,75.0,DR558126_23,63.88,97417.38,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
375.725,35.0,18.24,1375.0,0,4.065,1,51.63,4.145,22.0,45.0,185.0,EV_106,0.0,580,0.0,DR558126_23,63.98,97417.44,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
365.644,75.0,18.24,3250.0,0,4.04,1,51.61,4.15,52.0,125.0,185.0,EV_106,0.0,590,0.0,DR558126_23,64.15,97417.59,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
388.761,0.0,18.24,500.0,0,4.125,1,51.61,4.148,8.0,-28.0,185.0,EV_106,0.028,600,60.0,DR558126_23,64.28,97417.61,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
378.204,45.0,18.24,2000.0,0,4.05,1,51.59,4.13,32.0,65.0,185.0,EV_106,0.0,610,0.0,DR558126_23,64.41,97417.7,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
369.369,70.0,18.24,3000.0,0,4.04,1,51.56,4.14,48.0,115.0,185.0,EV_106,0.0,620,0.0,DR558126_23,64.58,97417.83,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
384.734,0.0,18.24,937.0,0,4.12,1,51.56,4.145,15.0,-25.0,185.0,EV_106,0.025,630,55.0,DR558126_23,64.72,97417.87,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
372.927,55.0,18.24,2375.0,0,4.06,1,51.54,4.14,38.0,85.0,185.0,EV_106,0.0,640,0.0,DR558126_23,64.85,97417.98,DR558126,173.9,0.0,65.0,D,SimuProB-1,EV_106
