id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
DR476703,DR476703_1,416.5,45.2,95.56,4.12,4.09,32.5,31.8,0,25.0,1,55.29,0.0,1800.0,D,35.0,0.0,0,00,EV_106,SimuProB-1,178384.07,164.05,185.0
DR476703,DR476703_1,412.727,110.5,95.56,4.13,4.08,32.6,31.9,10,42.0,1,55.29,0.0,3200.0,D,55.0,0.0,0,00,EV_106,SimuProB-1,178384.19,164.05,185.0
DR476703,DR476703_1,414.389,-25.0,95.55,4.11,4.09,32.7,32.0,20,15.0,1,55.29,0.007,1200.0,D,0.0,65.0,0,00,EV_106,SimuProB-1,178384.23,164.05,185.0
DR476703,DR476703_1,414.233,5.5,95.55,4.11,4.09,32.75,32.05,30,5.0,1,55.29,0.001,400.0,D,10.0,20.0,0,00,EV_106,SimuProB-1,178384.24,164.05,185.0
DR476703,DR476703_1,410.163,85.0,95.52,4.12,4.07,32.8,32.1,40,32.0,1,55.29,0.0,2400.0,D,45.0,0.0,0,00,EV_106,SimuProB-1,178384.33,164.05,185.0
DR476703,DR476703_1,412.202,-30.0,95.52,4.11,4.08,32.85,32.15,50,18.0,1,55.29,0.008,1350.0,D,0.0,55.0,0,00,EV_106,SimuProB-1,178384.38,164.05,185.0
DR476703,DR476703_1,413.417,15.2,95.51,4.11,4.09,32.88,32.18,60,22.0,1,55.29,0.0,1600.0,D,25.0,0.0,0,00,EV_106,SimuProB-1,178384.44,164.05,185.0
DR476703,DR476703_1,409.16,95.0,95.49,4.12,4.07,32.92,32.22,70,38.0,1,55.29,0.0,2800.0,D,50.0,0.0,0,00,EV_106,SimuProB-1,178384.55,164.05,185.0
DR476703,DR476703_1,411.685,-35.0,95.48,4.11,4.09,32.95,32.25,80,12.0,1,55.29,0.01,900.0,D,0.0,70.0,0,00,EV_106,SimuProB-1,178384.58,164.05,185.0
DR476703,DR476703_1,414.831,5.2,95.48,4.12,4.1,32.98,32.28,90,8.0,1,55.29,0.0,600.0,D,10.0,20.0,0,00,EV_106,SimuProB-1,178384.6,164.05,185.0
DR476703,DR476703_1,408.62,110.0,95.44,4.13,4.06,33.05,32.35,100,25.0,1,55.29,0.0,1800.0,D,60.0,0.0,0,00,EV_106,SimuProB-1,178384.67,164.05,185.0
DR476703,DR476703_1,413.194,-25.0,95.44,4.11,4.08,33.08,32.38,110,10.0,1,55.29,0.007,750.0,D,0.0,65.0,0,00,EV_106,SimuProB-1,178384.7,164.05,185.0
DR476703,DR476703_1,407.671,120.0,95.4,4.13,4.06,33.12,32.42,120,35.0,1,55.29,0.0,2600.0,D,55.0,0.0,0,00,EV_106,SimuProB-1,178384.8,164.05,185.0
DR476703,DR476703_1,412.152,-30.0,95.4,4.12,4.09,33.15,32.45,130,15.0,1,55.29,0.008,1100.0,D,0.0,60.0,0,00,EV_106,SimuProB-1,178384.84,164.05,185.0
DR476703,DR476703_1,413.453,8.5,95.4,4.12,4.1,33.18,32.48,140,12.0,1,55.29,0.0,900.0,D,15.0,10.0,0,00,EV_106,SimuProB-1,178384.87,164.05,185.0
