actual_max_capacity_Ah,avg_speed_kmh,vehicle_name,nominal_capacity_Ah,id,timestamp_s,regenerative_braking_Ah,mileage_km,motor_rpm,car_id,id_segment,accelerator_pedal_pct,min_single_volt_V,max_temp_C,volt_V,label,brake_pedal_pct,payload_kg,charger_connected,soc_pct,min_temp_C,hvac_active,car_model,gear_position,current_A,max_single_volt_V
173.9,42.0,EV_106,185.0,DR805018,250,0.0,96014.19,2600.0,EV_106,DR805018_2,45.0,3.68,44.25,375.545,0.0,0.0,18.24,0,86.05,42.45,1,SimuProB-1,D,55.0,4.14
173.9,55.0,EV_106,185.0,DR805018,260,0.0,96014.34,3600.0,EV_106,DR805018_2,65.0,3.6,44.35,368.118,0.0,0.0,18.24,0,86.02,42.55,1,SimuProB-1,D,95.0,4.15
173.9,15.0,EV_106,185.0,DR805018,270,0.0025,96014.38,950.0,EV_106,DR805018_2,0.0,3.75,44.4,390.61,0.0,75.0,18.24,0,86.0,42.6,1,SimuProB-1,D,-35.0,4.15
173.9,38.0,EV_106,185.0,DR805018,280,0.0,96014.49,2400.0,EV_106,DR805018_2,40.0,3.7,44.48,372.369,0.0,0.0,18.24,0,85.98,42.68,1,SimuProB-1,D,45.0,4.14
173.9,52.0,EV_106,185.0,DR805018,290,0.0,96014.63,3400.0,EV_106,DR805018_2,75.0,3.58,44.52,365.212,0.0,0.0,18.24,0,85.94,42.72,1,SimuProB-1,D,110.0,4.15
173.9,18.0,EV_106,185.0,DR805018,300,0.0022,96014.68,1100.0,EV_106,DR805018_2,0.0,3.78,44.55,378.533,0.0,55.0,18.24,0,85.92,42.75,1,SimuProB-1,D,-30.0,4.15
173.9,0.0,EV_106,185.0,DR805018,310,0.0,96014.68,0.0,EV_106,DR805018_2,0.0,3.55,44.65,362.402,0.0,85.0,18.24,0,85.88,42.85,1,SimuProB-1,D,135.0,4.15
173.9,12.0,EV_106,185.0,DR805018,320,0.0,96014.71,750.0,EV_106,DR805018_2,35.0,3.65,44.75,384.824,0.0,10.0,18.24,0,85.85,42.95,1,SimuProB-1,D,85.0,4.14
173.9,28.0,EV_106,185.0,DR805018,330,0.0,96014.79,1800.0,EV_106,DR805018_2,45.0,3.62,44.82,369.765,0.0,0.0,18.24,0,85.84,43.02,1,SimuProB-1,D,55.0,4.13
173.9,38.0,EV_106,185.0,DR805018,340,0.0,96014.9,2400.0,EV_106,DR805018_2,55.0,3.6,44.9,372.984,0.0,0.0,18.24,0,85.81,43.1,1,SimuProB-1,D,65.0,4.12
173.9,15.0,EV_106,185.0,DR805018,350,0.0,96014.94,950.0,EV_106,DR805018_2,70.0,3.56,45.05,360.266,0.0,0.0,18.24,0,85.78,43.25,1,SimuProB-1,D,145.0,4.14
173.9,5.0,EV_106,185.0,DR805018,360,0.0018,96014.95,300.0,EV_106,DR805018_2,0.0,3.75,45.1,382.156,0.0,60.0,18.24,0,85.77,43.3,1,SimuProB-1,D,-35.0,4.15
173.9,25.0,EV_106,185.0,DR805018,370,0.0,96015.02,1600.0,EV_106,DR805018_2,45.0,3.58,45.2,362.863,0.0,0.0,18.24,0,85.74,43.4,1,SimuProB-1,D,120.0,4.13
173.9,42.0,EV_106,185.0,DR805018,380,0.0,96015.14,2800.0,EV_106,DR805018_2,75.0,3.55,45.35,358.058,0.0,0.0,18.24,0,85.71,43.5,1,SimuProB-1,D,165.0,4.14
173.9,18.0,EV_106,185.0,DR805018,390,0.0025,96015.19,1200.0,EV_106,DR805018_2,0.0,3.72,45.4,375.353,0.0,45.0,18.24,0,85.7,43.55,1,SimuProB-1,D,-28.0,4.15
