id,id_segment,volt_V,current_A,soc_pct,max_single_volt_V,min_single_volt_V,max_temp_C,min_temp_C,timestamp_s,avg_speed_kmh,hvac_active,payload_kg,regenerative_braking_Ah,motor_rpm,gear_position,accelerator_pedal_pct,brake_pedal_pct,charger_connected,label,car_id,car_model,mileage_km,actual_max_capacity_Ah,nominal_capacity_Ah
RC372459,RC372459_1,342.5,-215.3,12.5,3.45,3.38,36.2,32.5,0,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,342.484,-211.5,12.71,3.46,3.39,36.5,32.7,10,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,342.988,-212.4,12.92,3.47,3.4,36.8,32.9,20,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,343.315,-212.7,13.17,3.48,3.41,37.1,33.1,30,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,343.107,-210.7,13.38,3.49,3.42,37.4,33.3,40,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,343.926,-212.4,13.61,3.5,3.43,37.7,33.5,50,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,344.345,-210.2,13.83,3.51,3.44,38.0,33.7,60,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,344.921,-211.2,14.01,3.52,3.45,38.3,33.9,70,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,344.764,-212.6,14.2,3.53,3.46,38.6,34.1,80,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.456,-210.6,14.39,3.53,3.46,38.8,34.2,90,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.529,-209.8,14.57,3.54,3.47,39.0,34.4,100,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.423,-210.5,14.77,3.54,3.47,39.2,34.5,110,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.673,-211.0,14.99,3.54,3.47,39.4,34.7,120,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.579,-213.0,15.17,3.55,3.48,39.6,34.9,130,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,346.184,-213.9,15.38,3.55,3.48,39.8,35.0,140,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,345.975,-216.4,15.56,3.55,3.48,40.0,35.2,150,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,346.065,-215.7,15.75,3.55,3.48,40.2,35.3,160,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,346.755,-214.1,15.93,3.55,3.49,40.4,35.5,170,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,346.497,-211.1,16.12,3.55,3.49,40.6,35.6,180,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,347.065,-214.5,16.31,3.55,3.49,40.8,35.8,190,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,347.629,-209.9,16.49,3.55,3.49,41.0,36.0,200,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,346.773,-210.2,16.7,3.55,3.49,41.2,36.1,210,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,347.478,-208.7,16.88,3.55,3.49,41.4,36.3,220,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,347.983,-212.3,17.08,3.56,3.5,41.6,36.4,230,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,348.202,-213.4,17.27,3.56,3.5,41.7,36.5,240,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,348.323,-207.1,17.44,3.56,3.5,41.8,36.6,250,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,348.86,-210.4,17.62,3.57,3.51,41.9,36.7,260,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,349.434,-211.4,17.79,3.57,3.51,42.0,36.8,270,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,349.491,-210.6,17.96,3.58,3.52,42.2,36.9,280,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,349.801,-205.7,18.12,3.58,3.52,42.3,37.0,290,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,349.792,-208.2,18.29,3.58,3.52,42.4,37.1,300,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,350.775,-204.8,18.45,3.59,3.53,42.5,37.2,310,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,351.179,-207.2,18.63,3.59,3.53,42.6,37.3,320,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,351.235,-205.6,18.81,3.59,3.53,42.7,37.4,330,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,352.102,-209.7,19.02,3.6,3.54,42.8,37.5,340,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,352.534,-208.1,19.22,3.6,3.54,42.9,37.6,350,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,352.907,-203.6,19.41,3.6,3.54,43.0,37.7,360,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,353.522,-209.4,19.61,3.61,3.55,43.1,37.8,370,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,353.995,-208.8,19.81,3.61,3.55,43.2,37.9,380,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,354.147,-208.5,20.01,3.61,3.55,43.3,38.0,390,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,354.328,-208.0,20.22,3.62,3.56,43.5,38.1,400,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,355.506,-203.3,20.41,3.62,3.56,43.6,38.2,410,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,355.695,-200.7,20.6,3.62,3.56,43.7,38.3,420,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,355.727,-199.8,20.74,3.63,3.57,43.8,38.4,430,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,356.203,-197.9,20.93,3.63,3.57,43.9,38.5,440,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
RC372459,RC372459_1,356.942,-192.9,21.14,3.63,3.57,44.0,38.6,450,0.0,1,86.17,0.0,0.0,P,0.0,0.0,1,00,EV_106,SimuProB-1,131211.0,169.5,185.0
