car_id,max_mileage_km,prediction_method,gt_capacity,pred_xgboost_chg,pred_xgboost_drv,final_ensemble_pred,error
501,11329.134,Ensemble (Simple Avg),112.4597,114.81221008300781,118.03266906738281,116.42243957519531,3.962738037109375
502,57358.744,Ensemble (Simple Avg),151.469,112.44981384277344,107.3858413696289,109.91783142089844,-41.55116271972656
503,68715.76,XGB (Driving Only),104.3156,-1.0,103.74491119384766,103.74491119384766,-0.5706863403320312
504,124198.932,Ensemble (Simple Avg),42.4286,76.20077514648438,87.08780670166016,81.644287109375,39.2156867980957
505,99891.359,Ensemble (Simple Avg),56.6316,90.42216491699219,86.81694030761719,88.61955261230469,31.987953186035156
506,21396.914,Ensemble (Simple Avg),111.7936,99.34993743896484,99.6260757446289,99.48800659179688,-12.305595397949219
507,60366.666,Ensemble (Simple Avg),106.6552,106.95738220214844,111.57743835449219,109.26741027832031,2.612213134765625
508,103400.961,Ensemble (Simple Avg),38.993,95.59182739257812,84.66545867919922,90.12864685058594,51.13564682006836
509,39219.889,Ensemble (Simple Avg),136.2397,103.49164581298828,114.34075927734375,108.91619873046875,-27.323501586914062
510,110981.494,Ensemble (Simple Avg),101.7633,85.01136016845703,91.0018081665039,88.00658416748047,-13.7567138671875
