car_id,max_mileage_km,prediction_method,gt_capacity,pred_xgboost_chg,pred_xgboost_drv,final_ensemble_pred,error
501,11329.134,Ensemble (PyTorch ANN),112.4597,114.81204223632812,118.0322265625,1396.648193359375,1284.1884933593751
502,57358.744,Ensemble (PyTorch ANN),151.469,112.4498062133789,107.38648986816406,709.4733276367188,558.0043276367187
503,68715.76,XGB (Driving Only),104.3156,-1.0,103.74542236328125,103.74542236328125,-0.5701751708984375
504,124198.932,Ensemble (PyTorch ANN),42.4286,76.20091247558594,87.08718872070312,255.44923400878906,213.02063400878905
505,99891.359,Ensemble (PyTorch ANN),56.6316,90.42222595214844,86.81720733642578,604.3138427734375,547.6822427734375
506,21396.914,Ensemble (PyTorch ANN),111.7936,99.34999084472656,99.62474822998047,361.3747863769531,249.58118637695313
507,60366.666,Ensemble (PyTorch ANN),106.6552,106.95738220214844,111.57572937011719,1066.19873046875,959.54353046875
508,103400.961,Ensemble (PyTorch ANN),38.993,95.59187316894531,84.66449737548828,891.7706298828125,852.7776298828124
509,39219.889,Ensemble (PyTorch ANN),136.2397,103.49165344238281,114.3402328491211,1311.2376708984375,1174.9979708984374
510,110981.494,Ensemble (PyTorch ANN),101.7633,85.011474609375,91.00211334228516,152.44155883789062,50.678258837890624
