car_id,max_mileage_km,prediction_method,gt_capacity,pred_xgboost_chg,pred_xgboost_drv,final_ensemble_pred,error
501,11329.134,Ensemble (PyTorch ANN),112.4597,114.8116226196289,118.03132629394531,-1.2465546131134033,-113.7062546131134
502,57358.744,Ensemble (PyTorch ANN),151.469,112.4502182006836,107.3863525390625,-0.9418498277664185,-152.4108498277664
503,68715.76,XGB (Driving Only),104.3156,-1.0,103.74501037597656,103.74501037597656,-0.570587158203125
504,124198.932,Ensemble (PyTorch ANN),42.4286,76.20109558105469,87.08609008789062,0.2211085557937622,-42.20749144420624
505,99891.359,Ensemble (PyTorch ANN),56.6316,90.42201232910156,86.81704711914062,-0.04375460743904114,-56.67535460743904
506,21396.914,Ensemble (PyTorch ANN),111.7936,99.35038757324219,99.62589263916016,-0.5834510922431946,-112.37705109224319
507,60366.666,Ensemble (PyTorch ANN),106.6552,106.957275390625,111.57691955566406,-0.9929848909378052,-107.6481848909378
508,103400.961,Ensemble (PyTorch ANN),38.993,95.5918960571289,84.66561126708984,-0.020808905363082886,-39.013808905363085
509,39219.889,Ensemble (PyTorch ANN),136.2397,103.49127960205078,114.33898162841797,-0.9812136888504028,-137.2209136888504
510,110981.494,Ensemble (PyTorch ANN),101.7633,85.01180267333984,91.00050354003906,-0.18906079232692719,-101.95236079232693
