car,charge_segment,mileage,gt_capacity,pred_capacity,error
EV_001,233.0,20556.26,32.560001373291016,33.849388122558594,1.2893867492675781
EV_001,234.0,20556.26,32.560001373291016,33.90141296386719,1.3414115905761719
EV_001,235.0,20556.26,32.560001373291016,33.54045867919922,0.9804573059082031
EV_001,238.0,20556.26,32.560001373291016,33.848243713378906,1.2882423400878906
EV_001,239.0,20556.26,32.560001373291016,33.11122131347656,0.5512199401855469
EV_001,240.0,20556.26,32.560001373291016,32.678016662597656,0.11801528930664062
EV_001,244.0,20556.26,32.560001373291016,33.87381362915039,1.313812255859375
EV_001,245.0,20556.26,32.560001373291016,33.790565490722656,1.2305641174316406
EV_001,246.0,20556.26,32.560001373291016,32.69886779785156,0.13886642456054688
EV_001,248.0,20556.26,32.560001373291016,33.8057861328125,1.2457847595214844
EV_001,250.0,20556.26,32.560001373291016,32.74717712402344,0.18717575073242188
EV_001,251.0,20556.26,32.560001373291016,32.64897537231445,0.0889739990234375
EV_001,252.0,20556.26,32.560001373291016,32.69102096557617,0.13101959228515625
EV_001,253.0,20556.26,32.560001373291016,32.974578857421875,0.4145774841308594
EV_001,256.0,20556.26,32.560001373291016,32.75255584716797,0.19255447387695312
EV_001,257.0,20556.26,32.560001373291016,32.48652267456055,-0.07347869873046875
EV_001,258.0,20556.26,32.560001373291016,32.50897216796875,-0.051029205322265625
EV_001,259.0,20556.26,32.560001373291016,32.525360107421875,-0.034641265869140625
EV_001,260.0,20556.26,32.560001373291016,32.620361328125,0.060359954833984375
EV_001,261.0,20556.26,32.560001373291016,32.753662109375,0.19366073608398438
EV_001,263.0,20556.26,32.560001373291016,32.83013153076172,0.2701301574707031
EV_001,264.0,20556.26,32.560001373291016,32.65558624267578,0.09558486938476562
EV_001,266.0,20556.26,32.560001373291016,32.55095672607422,-0.009044647216796875
EV_001,267.0,20556.26,32.560001373291016,34.81623458862305,2.2562332153320312
EV_001,268.0,20556.26,32.560001373291016,33.68429946899414,1.124298095703125
EV_001,276.0,20556.26,32.560001373291016,33.73114013671875,1.1711387634277344
EV_001,278.0,20556.26,32.560001373291016,32.75227355957031,0.19227218627929688
EV_001,279.0,20556.26,32.560001373291016,32.79911804199219,0.23911666870117188
EV_001,280.0,20556.26,32.560001373291016,32.56941223144531,0.009410858154296875
EV_001,281.0,20556.26,32.560001373291016,32.70570373535156,0.14570236206054688
EV_001,282.0,20556.26,32.560001373291016,32.686214447021484,0.12621307373046875
EV_001,283.0,20556.26,32.560001373291016,32.56793212890625,0.007930755615234375
EV_001,284.0,20556.26,32.560001373291016,32.52235412597656,-0.037647247314453125
EV_001,287.0,20556.26,32.560001373291016,33.74690246582031,1.1869010925292969
EV_001,290.0,20556.26,32.560001373291016,33.527931213378906,0.9679298400878906
EV_001,291.0,20556.26,32.560001373291016,33.42578125,0.8657798767089844
