car_id,max_mileage_km,prediction_method,gt_capacity,pred_xgboost_chg,pred_xgboost_drv,final_ensemble_pred,error
501,11329.134,Ensemble (PyTorch ANN),112.4597,90.67404174804688,110.1151123046875,2599.608154296875,2487.148454296875
502,57358.744,Ensemble (PyTorch ANN),151.469,122.35514068603516,105.98534393310547,1592.909912109375,1441.440912109375
503,68715.76,XGB (Driving Only),104.3156,-1.0,102.39982604980469,102.39982604980469,-1.915771484375
504,124198.932,Ensemble (PyTorch ANN),42.4286,98.4249038696289,86.7139892578125,634.2523803710938,591.8237803710938
505,99891.359,Ensemble (PyTorch ANN),56.6316,90.0986328125,84.25910949707031,877.3898315429688,820.7582315429687
506,21396.914,Ensemble (PyTorch ANN),111.7936,124.38835144042969,107.66156005859375,1766.2216796875,1654.4280796875
507,60366.666,Ensemble (PyTorch ANN),106.6552,93.87249755859375,105.43966674804688,1968.774658203125,1862.119458203125
508,103400.961,Ensemble (PyTorch ANN),38.993,109.7894287109375,86.58417510986328,894.640869140625,855.647869140625
509,39219.889,Ensemble (PyTorch ANN),136.2397,73.68193054199219,112.74819946289062,3198.3583984375,3062.1186984375
510,110981.494,Ensemble (PyTorch ANN),101.7633,74.36685943603516,92.99542999267578,713.1526489257812,611.3893489257813
