car,charge_segment,mileage,gt_capacity,pred_capacity,error
EV_001,233.0,20556.26,32.560001373291016,34.07609176635742,1.5160903930664062
EV_001,234.0,20556.26,32.560001373291016,33.91283416748047,1.3528327941894531
EV_001,235.0,20556.26,32.560001373291016,33.412940979003906,0.8529396057128906
EV_001,238.0,20556.26,32.560001373291016,33.863304138183594,1.3033027648925781
EV_001,239.0,20556.26,32.560001373291016,33.12117004394531,0.5611686706542969
EV_001,240.0,20556.26,32.560001373291016,32.7731819152832,0.2131805419921875
EV_001,244.0,20556.26,32.560001373291016,33.909671783447266,1.34967041015625
EV_001,245.0,20556.26,32.560001373291016,34.11741638183594,1.5574150085449219
EV_001,246.0,20556.26,32.560001373291016,32.68522262573242,0.12522125244140625
EV_001,248.0,20556.26,32.560001373291016,34.1317024230957,1.5717010498046875
EV_001,250.0,20556.26,32.560001373291016,32.791107177734375,0.23110580444335938
EV_001,251.0,20556.26,32.560001373291016,32.63128662109375,0.07128524780273438
EV_001,252.0,20556.26,32.560001373291016,32.71160125732422,0.15159988403320312
EV_001,253.0,20556.26,32.560001373291016,32.99560546875,0.4356040954589844
EV_001,256.0,20556.26,32.560001373291016,32.757102966308594,0.19710159301757812
EV_001,257.0,20556.26,32.560001373291016,32.512786865234375,-0.047214508056640625
EV_001,258.0,20556.26,32.560001373291016,32.524681091308594,-0.035320281982421875
EV_001,259.0,20556.26,32.560001373291016,32.5383186340332,-0.0216827392578125
EV_001,260.0,20556.26,32.560001373291016,32.5817985534668,0.02179718017578125
EV_001,261.0,20556.26,32.560001373291016,32.719200134277344,0.15919876098632812
EV_001,263.0,20556.26,32.560001373291016,32.659358978271484,0.09935760498046875
EV_001,264.0,20556.26,32.560001373291016,32.643959045410156,0.08395767211914062
EV_001,266.0,20556.26,32.560001373291016,32.65174865722656,0.09174728393554688
EV_001,267.0,20556.26,32.560001373291016,34.677486419677734,2.1174850463867188
EV_001,268.0,20556.26,32.560001373291016,33.531211853027344,0.9712104797363281
EV_001,276.0,20556.26,32.560001373291016,33.85439682006836,1.2943954467773438
EV_001,278.0,20556.26,32.560001373291016,32.59891891479492,0.03891754150390625
EV_001,279.0,20556.26,32.560001373291016,32.82589340209961,0.26589202880859375
EV_001,280.0,20556.26,32.560001373291016,32.47374725341797,-0.08625411987304688
EV_001,281.0,20556.26,32.560001373291016,32.666683197021484,0.10668182373046875
EV_001,282.0,20556.26,32.560001373291016,32.771339416503906,0.21133804321289062
EV_001,283.0,20556.26,32.560001373291016,32.658660888671875,0.09865951538085938
EV_001,284.0,20556.26,32.560001373291016,32.5811882019043,0.02118682861328125
EV_001,287.0,20556.26,32.560001373291016,33.77090072631836,1.2108993530273438
EV_001,290.0,20556.26,32.560001373291016,33.514404296875,0.9544029235839844
EV_001,291.0,20556.26,32.560001373291016,33.06634521484375,0.5063438415527344
EV_001,293.0,20556.26,32.560001373291016,32.612003326416016,0.052001953125
EV_001,295.0,20556.26,32.560001373291016,32.790496826171875,0.23049545288085938
EV_001,296.0,20556.26,32.560001373291016,32.71194076538086,0.15193939208984375
EV_001,297.0,20556.26,32.560001373291016,32.73037338256836,0.17037200927734375
EV_001,298.0,20556.26,32.560001373291016,32.717891693115234,0.15789031982421875
EV_001,300.0,20556.26,32.560001373291016,32.562660217285156,0.002658843994140625
EV_001,301.0,20556.26,32.560001373291016,32.44584655761719,-0.11415481567382812
EV_001,302.0,20556.26,32.560001373291016,32.63517761230469,0.07517623901367188
EV_001,303.0,20556.26,32.560001373291016,32.69198226928711,0.13198089599609375
EV_001,304.0,20556.26,32.560001373291016,32.80181884765625,0.24181747436523438
EV_001,305.0,20556.26,32.560001373291016,33.06792449951172,0.5079231262207031
EV_001,306.0,20556.26,32.560001373291016,32.886260986328125,0.3262596130371094
EV_001,311.0,20556.26,32.560001373291016,34.66975402832031,2.109752655029297
EV_001,307.0,20556.26,32.560001373291016,33.8740234375,1.3140220642089844
EV_001,308.0,20556.26,32.560001373291016,33.63473892211914,1.074737548828125
EV_001,312.0,20556.26,32.560001373291016,34.72700500488281,2.167003631591797
EV_001,313.0,20556.26,32.560001373291016,34.25246810913086,1.6924667358398438
EV_001,309.0,20556.26,32.560001373291016,34.294921875,1.7349205017089844
EV_001,310.0,20556.26,32.560001373291016,32.61310577392578,0.053104400634765625
EV_001,315.0,20556.26,32.560001373291016,32.60811996459961,0.04811859130859375
EV_001,311.0,20556.26,32.560001373291016,32.62501907348633,0.0650177001953125
EV_001,312.0,20556.26,32.560001373291016,32.928916931152344,0.3689155578613281
EV_001,314.0,20556.26,32.560001373291016,32.79421615600586,0.23421478271484375
EV_001,316.0,20556.26,32.560001373291016,32.514129638671875,-0.045871734619140625
EV_001,315.0,20556.26,32.560001373291016,34.42176055908203,1.8617591857910156
EV_001,317.0,20556.26,32.560001373291016,32.60265350341797,0.042652130126953125
EV_001,314.0,20556.26,32.560001373291016,34.15791320800781,1.5979118347167969
EV_001,318.0,20556.26,32.560001373291016,32.62046432495117,0.06046295166015625
EV_001,319.0,20556.26,32.560001373291016,32.726097106933594,0.16609573364257812
EV_001,315.0,20556.26,32.560001373291016,34.02918243408203,1.4691810607910156
EV_001,317.0,20556.26,32.560001373291016,33.78170394897461,1.2217025756835938
EV_001,320.0,20556.26,32.560001373291016,32.76770782470703,0.20770645141601562
EV_001,316.0,20556.26,32.560001373291016,32.863189697265625,0.3031883239746094
EV_001,318.0,20556.26,32.560001373291016,33.90618133544922,1.3461799621582031
EV_001,321.0,20556.26,32.560001373291016,33.77027130126953,1.2102699279785156
EV_001,317.0,20556.26,32.560001373291016,32.915462493896484,0.35546112060546875
EV_001,322.0,20556.26,32.560001373291016,32.8337287902832,0.2737274169921875
EV_001,323.0,20556.26,32.560001373291016,32.62456130981445,0.0645599365234375
EV_001,319.0,20556.26,32.560001373291016,33.63605880737305,1.0760574340820312
EV_001,320.0,20556.26,32.560001373291016,33.318931579589844,0.7589302062988281
EV_001,324.0,20556.26,32.560001373291016,32.642459869384766,0.08245849609375
EV_001,321.0,20556.26,32.560001373291016,33.295833587646484,0.7358322143554688
EV_001,320.0,20556.26,32.560001373291016,33.04252243041992,0.48252105712890625
EV_001,322.0,20556.26,32.560001373291016,34.61642074584961,2.0564193725585938
EV_001,325.0,20556.26,32.560001373291016,32.66571807861328,0.10571670532226562
EV_001,321.0,20556.26,32.560001373291016,33.281272888183594,0.7212715148925781
EV_001,323.0,20556.26,32.560001373291016,33.604244232177734,1.0442428588867188
EV_001,326.0,20556.26,32.560001373291016,32.588035583496094,0.028034210205078125
EV_001,324.0,20556.26,32.560001373291016,34.24930953979492,1.6893081665039062
EV_001,327.0,20556.26,32.560001373291016,32.752655029296875,0.19265365600585938
EV_001,323.0,20556.26,32.560001373291016,32.60651397705078,0.046512603759765625
EV_001,325.0,20556.26,32.560001373291016,34.123260498046875,1.5632591247558594
EV_001,326.0,20556.26,32.560001373291016,34.06357955932617,1.5035781860351562
EV_001,327.0,20556.26,32.560001373291016,34.40034484863281,1.8403434753417969
EV_001,329.0,20556.26,32.560001373291016,33.60560989379883,1.0456085205078125
EV_001,328.0,20556.26,32.560001373291016,33.53605270385742,0.9760513305664062
EV_001,330.0,20556.26,32.560001373291016,33.81858444213867,1.2585830688476562
EV_002,889.0,11777.92,35.45000076293945,32.75125503540039,-2.6987457275390625
EV_002,890.0,11777.92,35.45000076293945,32.450687408447266,-2.9993133544921875
EV_002,893.0,11777.92,35.45000076293945,33.95947265625,-1.4905281066894531
EV_002,894.0,11777.92,35.45000076293945,33.922000885009766,-1.5279998779296875
EV_002,895.0,11777.92,35.45000076293945,32.80924987792969,-2.6407508850097656
EV_002,896.0,11777.92,35.45000076293945,32.59843444824219,-2.8515663146972656
EV_002,900.0,11777.92,35.45000076293945,33.306068420410156,-2.143932342529297
EV_002,903.0,11777.92,35.45000076293945,33.201194763183594,-2.2488059997558594
EV_002,905.0,11777.92,35.45000076293945,32.81631851196289,-2.6336822509765625
EV_002,906.0,11777.92,35.45000076293945,32.91477966308594,-2.5352210998535156
EV_002,907.0,11777.92,35.45000076293945,32.790504455566406,-2.659496307373047
EV_002,908.0,11777.92,35.45000076293945,32.83075714111328,-2.619243621826172
EV_002,909.0,11777.92,35.45000076293945,34.49153518676758,-0.958465576171875
EV_002,910.0,11777.92,35.45000076293945,33.698158264160156,-1.7518424987792969
EV_002,911.0,11777.92,35.45000076293945,34.000972747802734,-1.4490280151367188
EV_002,913.0,11777.92,35.45000076293945,32.723670959472656,-2.726329803466797
EV_002,914.0,11777.92,35.45000076293945,33.00674819946289,-2.4432525634765625
EV_002,915.0,11777.92,35.45000076293945,33.39534378051758,-2.054656982421875
EV_002,916.0,11777.92,35.45000076293945,34.07607650756836,-1.3739242553710938
EV_002,918.0,11777.92,35.45000076293945,32.5588493347168,-2.8911514282226562
EV_002,919.0,11777.92,35.45000076293945,32.725093841552734,-2.7249069213867188
EV_002,920.0,11777.92,35.45000076293945,32.59300994873047,-2.8569908142089844
EV_002,922.0,11777.92,35.45000076293945,34.380374908447266,-1.0696258544921875
EV_002,923.0,11777.92,35.45000076293945,33.49481201171875,-1.9551887512207031
EV_002,924.0,11777.92,35.45000076293945,33.60379409790039,-1.8462066650390625
EV_002,926.0,11777.92,35.45000076293945,32.50370407104492,-2.9462966918945312
EV_002,927.0,11777.92,35.45000076293945,32.572269439697266,-2.8777313232421875
EV_002,928.0,11777.92,35.45000076293945,34.089637756347656,-1.3603630065917969
EV_002,929.0,11777.92,35.45000076293945,32.68616485595703,-2.763835906982422
EV_002,930.0,11777.92,35.45000076293945,32.666683197021484,-2.7833175659179688
