car,charge_segment,mileage,gt_capacity,pred_capacity,error
EV_001,233.0,20556.26,32.560001373291016,33.91508102416992,1.3550796508789062
EV_001,234.0,20556.26,32.560001373291016,33.301414489746094,0.7414131164550781
EV_001,235.0,20556.26,32.560001373291016,33.82416534423828,1.2641639709472656
EV_001,238.0,20556.26,32.560001373291016,33.77720642089844,1.2172050476074219
EV_001,239.0,20556.26,32.560001373291016,33.088809967041016,0.52880859375
EV_001,240.0,20556.26,32.560001373291016,32.90319061279297,0.3431892395019531
EV_001,244.0,20556.26,32.560001373291016,33.91727828979492,1.3572769165039062
EV_001,245.0,20556.26,32.560001373291016,33.999595642089844,1.4395942687988281
EV_001,246.0,20556.26,32.560001373291016,32.80610656738281,0.24610519409179688
EV_001,248.0,20556.26,32.560001373291016,33.69042205810547,1.1304206848144531
EV_001,250.0,20556.26,32.560001373291016,32.74010467529297,0.18010330200195312
EV_001,251.0,20556.26,32.560001373291016,32.68757247924805,0.12757110595703125
EV_001,252.0,20556.26,32.560001373291016,32.55921173095703,-0.000789642333984375
EV_001,253.0,20556.26,32.560001373291016,33.071434020996094,0.5114326477050781
EV_001,256.0,20556.26,32.560001373291016,32.744422912597656,0.18442153930664062
EV_001,257.0,20556.26,32.560001373291016,32.4880256652832,-0.0719757080078125
EV_001,258.0,20556.26,32.560001373291016,32.631980895996094,0.07197952270507812
EV_001,259.0,20556.26,32.560001373291016,32.54525375366211,-0.01474761962890625
EV_001,260.0,20556.26,32.560001373291016,32.557743072509766,-0.00225830078125
EV_001,261.0,20556.26,32.560001373291016,32.69132995605469,0.13132858276367188
EV_001,263.0,20556.26,32.560001373291016,32.899810791015625,0.3398094177246094
EV_001,264.0,20556.26,32.560001373291016,32.59864807128906,0.038646697998046875
EV_001,266.0,20556.26,32.560001373291016,32.582618713378906,0.022617340087890625
EV_001,267.0,20556.26,32.560001373291016,34.34842300415039,1.788421630859375
EV_001,268.0,20556.26,32.560001373291016,33.39561080932617,0.8356094360351562
EV_001,276.0,20556.26,32.560001373291016,33.9256591796875,1.3656578063964844
EV_001,278.0,20556.26,32.560001373291016,33.033203125,0.4732017517089844
EV_001,279.0,20556.26,32.560001373291016,33.14447021484375,0.5844688415527344
EV_001,280.0,20556.26,32.560001373291016,32.58292007446289,0.022918701171875
EV_001,281.0,20556.26,32.560001373291016,32.61234664916992,0.05234527587890625
EV_001,282.0,20556.26,32.560001373291016,32.611087799072266,0.05108642578125
EV_001,283.0,20556.26,32.560001373291016,32.53900146484375,-0.020999908447265625
EV_001,284.0,20556.26,32.560001373291016,32.544464111328125,-0.015537261962890625
EV_001,287.0,20556.26,32.560001373291016,33.470890045166016,0.910888671875
EV_001,290.0,20556.26,32.560001373291016,33.207149505615234,0.6471481323242188
EV_001,291.0,20556.26,32.560001373291016,33.44874954223633,0.8887481689453125
EV_001,293.0,20556.26,32.560001373291016,32.628841400146484,0.06884002685546875
EV_001,295.0,20556.26,32.560001373291016,32.57354736328125,0.013545989990234375
EV_001,296.0,20556.26,32.560001373291016,32.52591323852539,-0.034088134765625
EV_001,297.0,20556.26,32.560001373291016,32.575435638427734,0.01543426513671875
EV_001,298.0,20556.26,32.560001373291016,32.772178649902344,0.21217727661132812
EV_001,300.0,20556.26,32.560001373291016,32.56857681274414,0.008575439453125
EV_001,301.0,20556.26,32.560001373291016,32.38727951049805,-0.17272186279296875
EV_001,302.0,20556.26,32.560001373291016,32.54769515991211,-0.01230621337890625
EV_001,303.0,20556.26,32.560001373291016,32.658626556396484,0.09862518310546875
EV_001,304.0,20556.26,32.560001373291016,32.757381439208984,0.19738006591796875
EV_001,305.0,20556.26,32.560001373291016,32.92888641357422,0.3688850402832031
EV_001,306.0,20556.26,32.560001373291016,32.81550598144531,0.2555046081542969
EV_001,311.0,20556.26,32.560001373291016,35.105751037597656,2.5457496643066406
EV_001,307.0,20556.26,32.560001373291016,33.85548400878906,1.2954826354980469
EV_001,308.0,20556.26,32.560001373291016,33.62629318237305,1.0662918090820312
EV_001,312.0,20556.26,32.560001373291016,34.89308547973633,2.3330841064453125
EV_001,313.0,20556.26,32.560001373291016,33.71333312988281,1.1533317565917969
EV_001,309.0,20556.26,32.560001373291016,33.53230667114258,0.9723052978515625
EV_001,310.0,20556.26,32.560001373291016,32.74974822998047,0.18974685668945312
EV_001,315.0,20556.26,32.560001373291016,32.54621505737305,-0.01378631591796875
EV_001,311.0,20556.26,32.560001373291016,32.55752944946289,-0.002471923828125
EV_001,312.0,20556.26,32.560001373291016,33.5782470703125,1.0182456970214844
EV_001,314.0,20556.26,32.560001373291016,32.72189712524414,0.161895751953125
EV_001,316.0,20556.26,32.560001373291016,32.44438552856445,-0.1156158447265625
EV_001,315.0,20556.26,32.560001373291016,34.650909423828125,2.0909080505371094
EV_001,317.0,20556.26,32.560001373291016,32.479557037353516,-0.0804443359375
EV_001,314.0,20556.26,32.560001373291016,34.02482986450195,1.4648284912109375
EV_001,318.0,20556.26,32.560001373291016,32.620826721191406,0.060825347900390625
EV_001,319.0,20556.26,32.560001373291016,32.58932113647461,0.02931976318359375
EV_001,315.0,20556.26,32.560001373291016,33.968482971191406,1.4084815979003906
EV_001,317.0,20556.26,32.560001373291016,33.10195541381836,0.5419540405273438
EV_001,320.0,20556.26,32.560001373291016,32.4985466003418,-0.06145477294921875
EV_001,316.0,20556.26,32.560001373291016,32.80521011352539,0.245208740234375
EV_001,318.0,20556.26,32.560001373291016,33.80872344970703,1.2487220764160156
EV_001,321.0,20556.26,32.560001373291016,33.82036209106445,1.2603607177734375
EV_001,317.0,20556.26,32.560001373291016,32.723060607910156,0.16305923461914062
EV_001,322.0,20556.26,32.560001373291016,32.66898727416992,0.10898590087890625
