car_id,max_mileage_km,prediction_method,gt_capacity,pred_xgboost_chg,pred_xgboost_drv,final_ensemble_pred,error
501,11329.134,Ensemble (Simple Avg),112.4597,114.81181335449219,118.03257751464844,116.42219543457031,3.962493896484375
502,57358.744,Ensemble (Simple Avg),151.469,112.44998931884766,107.38591003417969,109.91795349121094,-41.55104064941406
503,68715.76,XGB (Driving Only),104.3156,-1.0,103.74649810791016,103.74649810791016,-0.5690994262695312
504,124198.932,Ensemble (Simple Avg),42.4286,76.20104217529297,87.08743286132812,81.64424133300781,39.215641021728516
505,99891.359,Ensemble (Simple Avg),56.6316,90.42213439941406,86.81661987304688,88.61937713623047,31.987777709960938
506,21396.914,Ensemble (Simple Avg),111.7936,99.35018157958984,99.62551879882812,99.48785400390625,-12.305747985839844
507,60366.666,Ensemble (Simple Avg),106.6552,106.95730590820312,111.5772476196289,109.26727294921875,2.6120758056640625
508,103400.961,Ensemble (Simple Avg),38.993,95.5918960571289,84.66609954833984,90.12899780273438,51.1359977722168
509,39219.889,Ensemble (Simple Avg),136.2397,103.491455078125,114.34061431884766,108.91603088378906,-27.32366943359375
510,110981.494,Ensemble (Simple Avg),101.7633,85.01165771484375,91.0020523071289,88.00685119628906,-13.756446838378906
